max_depth,n_estimators,subsample,CrossValidations,Measurement,Drug,Concentration_Original,Concetration,Training Spearman,Validation Spearman,Training MAE,Validation MAE
1,60,0.8,0,DoublingTime,NoAntimicrbial,NA,2,0.517862771,0.401857003,0.242806615,0.249757118
1,60,0.8,0,GrowthYield,NoAntimicrbial,NA,2,0.512546499,0.378256233,0.540581623,0.58563855
1,60,0.8,0,DoublingTime,CAM,0.5,1,0.369976146,0.052237316,0.128056487,0.144892833
1,60,0.8,0,GrowthYield,CAM,0.5,1,0.428295491,0.120223663,0.199961269,0.21995215
1,60,0.8,0,DoublingTime,CAM,1,2,0.398718769,0.062297709,0.125500522,0.132647667
1,60,0.8,0,GrowthYield,CAM,1,2,0.456143701,0.19035838,0.29325406,0.307463686
1,60,0.8,0,DoublingTime,CAM,2,3,0.480258552,0.29858412,0.192092348,0.206259367
1,60,0.8,0,GrowthYield,CAM,2,3,0.535473674,0.337207845,0.534439355,0.614108981
1,60,0.8,0,DoublingTime,CIP,0.002,1,0.446348686,0.150238978,0.112194126,0.118666767
1,60,0.8,0,GrowthYield,CIP,0.002,1,0.453249777,0.127305503,0.216055114,0.241932151
1,60,0.8,0,DoublingTime,CIP,0.004,2,0.500300625,0.244332891,0.154612179,0.153215341
1,60,0.8,0,GrowthYield,CIP,0.004,2,0.497818971,0.377366238,0.465935902,0.502420356
1,60,0.8,0,DoublingTime,CIP,0.008,3,0.401783717,0.152713095,0.112208712,0.114348995
1,60,0.8,0,GrowthYield,CIP,0.008,3,0.648618271,0.548130075,0.730663314,0.775596189
1,60,0.8,0,DoublingTime,CTX,0.5,1,0.524598339,0.379028465,0.131263478,0.14150347
1,60,0.8,0,GrowthYield,CTX,0.5,1,0.694185912,0.61344839,1.200376094,1.331405077
1,60,0.8,0,DoublingTime,CTX,1,2,0.518167479,0.382463326,0.118256119,0.129558588
1,60,0.8,0,GrowthYield,CTX,1,2,0.687558201,0.595856427,1.30146806,1.454232652
1,60,0.8,0,DoublingTime,CTX,2,3,0.603381103,0.525255364,0.146408305,0.155552684
1,60,0.8,0,GrowthYield,CTX,2,3,0.67646169,0.580564562,1.42808905,1.571606965
1,60,0.8,0,DoublingTime,KAN,4,1,0.390094481,0.065477391,0.102629838,0.114105758
1,60,0.8,0,GrowthYield,KAN,4,1,0.437091961,0.177651343,0.406352733,0.422736395
1,60,0.8,0,DoublingTime,KAN,8,2,0.55094653,0.296221291,0.146459196,0.161033983
1,60,0.8,0,GrowthYield,KAN,8,2,0.583458789,0.342254549,0.801150692,0.860978351
1,60,0.8,0,DoublingTime,KAN,16,3,0.610597122,0.43058236,0.243456301,0.282064857
1,60,0.8,0,GrowthYield,KAN,16,3,0.585428546,0.401937582,1.282037326,1.329013224
1,60,0.8,0,DoublingTime,TET,0.3,1,0.524179868,0.30939788,0.150030062,0.172558925
1,60,0.8,0,GrowthYield,TET,0.3,1,0.499768576,0.262665974,0.361893496,0.434461682
1,60,0.8,0,DoublingTime,TET,0.6,2,0.456024282,0.243205423,0.219634664,0.254184474
1,60,0.8,0,GrowthYield,TET,0.6,2,0.526596035,0.363828735,0.82507359,0.97165259
1,60,0.8,0,DoublingTime,TET,1.25,3,0.609710459,0.502615613,0.328377903,0.368755783
1,60,0.8,0,GrowthYield,TET,1.25,3,0.515350488,0.308633929,1.372705641,1.510951755
1,60,0.8,0,DoublingTime,TRIM,0.125,1,0.487185411,0.318521507,0.150995255,0.160799575
1,60,0.8,0,GrowthYield,TRIM,0.125,1,0.55358054,0.458871079,0.641987805,0.613831642
1,60,0.8,0,DoublingTime,TRIM,0.25,2,0.546854155,0.305663603,0.14975569,0.164509332
1,60,0.8,0,GrowthYield,TRIM,0.25,2,0.543962573,0.364844018,0.878597566,0.921028771
1,60,0.8,0,DoublingTime,TRIM,0.5,3,0.461302272,0.178943315,0.159248773,0.165804716
1,60,0.8,0,GrowthYield,TRIM,0.5,3,0.572815564,0.452506508,1.222173891,1.277806848
1,60,0.8,1,DoublingTime,NoAntimicrbial,NA,2,0.516763219,0.390640354,0.237535104,0.270677878
1,60,0.8,1,GrowthYield,NoAntimicrbial,NA,2,0.566635835,0.343141154,0.536522464,0.556251157
1,60,0.8,1,DoublingTime,CAM,0.5,1,0.416132188,0.123136022,0.126199773,0.134792306
1,60,0.8,1,GrowthYield,CAM,0.5,1,0.472595036,0.227299942,0.197973933,0.215022602
1,60,0.8,1,DoublingTime,CAM,1,2,0.505340068,0.076843661,0.119982657,0.143323312
1,60,0.8,1,GrowthYield,CAM,1,2,0.495723658,0.252300313,0.289484915,0.314239746
1,60,0.8,1,DoublingTime,CAM,2,3,0.517447797,0.317536696,0.192305723,0.200441158
1,60,0.8,1,GrowthYield,CAM,2,3,0.557639568,0.378546076,0.526857805,0.588967003
1,60,0.8,1,DoublingTime,CIP,0.002,1,0.460976321,0.179218093,0.111033493,0.12153046
1,60,0.8,1,GrowthYield,CIP,0.002,1,0.501848369,0.233053673,0.215661895,0.214078925
1,60,0.8,1,DoublingTime,CIP,0.004,2,0.524544992,0.188881258,0.149364337,0.173090314
1,60,0.8,1,GrowthYield,CIP,0.004,2,0.540115375,0.36684037,0.459122958,0.485721689
1,60,0.8,1,DoublingTime,CIP,0.008,3,0.435162036,0.071995459,0.111427402,0.115959277
1,60,0.8,1,GrowthYield,CIP,0.008,3,0.65607823,0.61059901,0.724347036,0.806686266
1,60,0.8,1,DoublingTime,CTX,0.5,1,0.535459612,0.388771649,0.128984421,0.139215061
1,60,0.8,1,GrowthYield,CTX,0.5,1,0.710195155,0.64140231,1.186050439,1.318747956
1,60,0.8,1,DoublingTime,CTX,1,2,0.516021809,0.31030437,0.118747909,0.127296672
1,60,0.8,1,GrowthYield,CTX,1,2,0.704928664,0.616417006,1.289300379,1.451910091
1,60,0.8,1,DoublingTime,CTX,2,3,0.609160604,0.535080164,0.145212733,0.155904358
1,60,0.8,1,GrowthYield,CTX,2,3,0.698552702,0.611694679,1.399261769,1.630508337
1,60,0.8,1,DoublingTime,KAN,4,1,0.44832782,0.085919926,0.100929751,0.109151217
