max_depth,n_estimators,subsample,CrossValidationSet,Measurement,Drug,Concentration_Original,Concentration,Validation Spearman,Training MAE,Validation MAE
2,60,0.8,4,GrowthYield,TET,1.25,3,0.628119752,0.908406159,1.05828147
2,60,0.8,4,DoublingTime,TRIM,0.125,1,0.348211515,0.129861098,0.159031283
2,60,0.8,4,GrowthYield,TRIM,0.125,1,0.551087893,0.52442064,0.60149722
2,60,0.8,4,DoublingTime,TRIM,0.25,2,0.46808378,0.125445933,0.160436961
2,60,0.8,4,GrowthYield,TRIM,0.25,2,0.540765237,0.688730658,0.811748852
2,60,0.8,4,DoublingTime,TRIM,0.5,3,0.287144193,0.13967346,0.163252788
2,60,0.8,4,GrowthYield,TRIM,0.5,3,0.585736646,0.889619101,1.02961793
2,60,1,1,DoublingTime,NoAntimicrbial,NA,2,0.460737213,0.21944562,0.259429291
2,60,1,1,GrowthYield,NoAntimicrbial,NA,2,0.461349807,0.496932653,0.517008911
2,60,1,1,DoublingTime,CAM,0.5,1,0.129411184,0.117314818,0.136642686
2,60,1,1,GrowthYield,CAM,0.5,1,0.259238471,0.184519228,0.206187099
2,60,1,1,DoublingTime,CAM,1,2,0.063019339,0.114783708,0.144104392
2,60,1,1,GrowthYield,CAM,1,2,0.365943859,0.26203992,0.300625647
2,60,1,1,DoublingTime,CAM,2,3,0.405259574,0.178355331,0.197435592
2,60,1,1,GrowthYield,CAM,2,3,0.547120152,0.460160162,0.536636599
2,60,1,1,DoublingTime,CIP,0.002,1,0.206911696,0.103908597,0.120979915
2,60,1,1,GrowthYield,CIP,0.002,1,0.035320467,0.202345483,0.221608697
2,60,1,1,DoublingTime,CIP,0.004,2,0.292992465,0.139137673,0.16605205
2,60,1,1,GrowthYield,CIP,0.004,2,0.341138756,0.433208126,0.488412051
2,60,1,1,DoublingTime,CIP,0.008,3,0.119997701,0.104586736,0.115479464
2,60,1,1,GrowthYield,CIP,0.008,3,0.596700598,0.669517341,0.799990863
2,60,1,1,DoublingTime,CTX,0.5,1,0.370385735,0.122278103,0.14038468
2,60,1,1,GrowthYield,CTX,0.5,1,0.704341817,0.87277531,1.00215106
2,60,1,1,DoublingTime,CTX,1,2,0.32103083,0.108640751,0.129459486
2,60,1,1,GrowthYield,CTX,1,2,0.698440453,0.932781793,1.062859757
2,60,1,1,DoublingTime,CTX,2,3,0.58122245,0.129388327,0.149187264
2,60,1,1,GrowthYield,CTX,2,3,0.696522706,0.994360841,1.22653846
2,60,1,1,DoublingTime,KAN,4,1,0.02777076,0.095686601,0.111708825
2,60,1,1,GrowthYield,KAN,4,1,0.386477818,0.363383892,0.41080155
2,60,1,1,DoublingTime,KAN,8,2,0.379260904,0.134182499,0.147797975
2,60,1,1,GrowthYield,KAN,8,2,0.533455387,0.664179206,0.738207345
2,60,1,1,DoublingTime,KAN,16,3,0.578306642,0.215291836,0.223031836
2,60,1,1,GrowthYield,KAN,16,3,0.541505033,1.00373076,1.20820326
2,60,1,1,DoublingTime,TET,0.3,1,0.353179948,0.138678767,0.153291877
2,60,1,1,GrowthYield,TET,0.3,1,0.498751573,0.296980009,0.326352495
2,60,1,1,DoublingTime,TET,0.6,2,0.269706642,0.197030271,0.232017708
2,60,1,1,GrowthYield,TET,0.6,2,0.584543842,0.62499421,0.685810602
2,60,1,1,DoublingTime,TET,1.25,3,0.650520981,0.252153579,0.273003423
2,60,1,1,GrowthYield,TET,1.25,3,0.618963913,0.921006707,1.016331826
2,60,1,1,DoublingTime,TRIM,0.125,1,0.404118411,0.135208509,0.156557893
2,60,1,1,GrowthYield,TRIM,0.125,1,0.645611341,0.529775885,0.611315211
2,60,1,1,DoublingTime,TRIM,0.25,2,0.451683911,0.130992693,0.157207832
2,60,1,1,GrowthYield,TRIM,0.25,2,0.63836467,0.71909649,0.768993791
2,60,1,1,DoublingTime,TRIM,0.5,3,0.360422413,0.145267839,0.167973816
2,60,1,1,GrowthYield,TRIM,0.5,3,0.664580271,0.918149977,1.051651111
2,60,1,2,DoublingTime,NoAntimicrbial,NA,2,0.445314583,0.218385834,0.265478663
2,60,1,2,GrowthYield,NoAntimicrbial,NA,2,0.370663564,0.469721789,0.600064139
2,60,1,2,DoublingTime,CAM,0.5,1,0.177916838,0.120990963,0.132971657
2,60,1,2,GrowthYield,CAM,0.5,1,0.379219027,0.18234072,0.203532016
2,60,1,2,DoublingTime,CAM,1,2,0.017202884,0.119220941,0.132476588
2,60,1,2,GrowthYield,CAM,1,2,0.384937333,0.257605534,0.307572661
2,60,1,2,DoublingTime,CAM,2,3,0.270237808,0.173883914,0.215930059
2,60,1,2,GrowthYield,CAM,2,3,0.530708036,0.453155005,0.549602796
2,60,1,2,DoublingTime,CIP,0.002,1,0.248424441,0.102019445,0.125843435
2,60,1,2,GrowthYield,CIP,0.002,1,0.194592502,0.197936848,0.230180334
2,60,1,2,DoublingTime,CIP,0.004,2,0.287460632,0.140793662,0.163834812
2,60,1,2,GrowthYield,CIP,0.004,2,0.346338013,0.43502297,0.482886304
2,60,1,2,DoublingTime,CIP,0.008,3,0.104699294,0.103892612,0.121095142
2,60,1,2,GrowthYield,CIP,0.008,3,0.610112949,0.675307834,0.758024491
2,60,1,2,DoublingTime,CTX,0.5,1,0.287989319,0.120402998,0.133216185
2,60,1,2,GrowthYield,CTX,0.5,1,0.720410328,0.873622441,0.985569369
2,60,1,2,DoublingTime,CTX,1,2,0.314040689,0.109203795,0.115697267
2,60,1,2,GrowthYield,CTX,1,2,0.71397525,0.93661466,1.034962195
2,60,1,2,DoublingTime,CTX,2,3,0.543736314,0.13067024,0.142574684
2,60,1,2,GrowthYield,CTX,2,3,0.708373049,1.020757804,1.081871062
2,60,1,2,DoublingTime,KAN,4,1,0.085035656,0.095724447,0.108715927
2,60,1,2,GrowthYield,KAN,4,1,0.415202274,0.360633745,0.413744151
2,60,1,2,DoublingTime,KAN,8,2,0.475379653,0.130907257,0.157504053
2,60,1,2,GrowthYield,KAN,8,2,0.645325818,0.66296915,0.742061657
2,60,1,2,DoublingTime,KAN,16,3,0.607142862,0.209424676,0.249985836
2,60,1,2,GrowthYield,KAN,16,3,0.661780473,1.046806859,1.158488462
2,60,1,2,DoublingTime,TET,0.3,1,0.39875662,0.136976701,0.163624454
2,60,1,2,GrowthYield,TET,0.3,1,0.518594487,0.294518868,0.344525093
2,60,1,2,DoublingTime,TET,0.6,2,0.350313583,0.196538224,0.236289768
2,60,1,2,GrowthYield,TET,0.6,2,0.542876679,0.604564061,0.754016386
2,60,1,2,DoublingTime,TET,1.25,3,0.647251972,0.240323082,0.310010606
2,60,1,2,GrowthYield,TET,1.25,3,0.555360909,0.895504012,1.111070283
2,60,1,2,DoublingTime,TRIM,0.125,1,0.345959256,0.133541981,0.161342589
2,60,1,2,GrowthYield,TRIM,0.125,1,0.489069105,0.516011924,0.64206323
2,60,1,2,DoublingTime,TRIM,0.25,2,0.523150037,0.135221219,0.146710562
2,60,1,2,GrowthYield,TRIM,0.25,2,0.470765338,0.68674008,0.856350011
2,60,1,2,DoublingTime,TRIM,0.5,3,0.300096946,0.143918151,0.167519062
2,60,1,2,GrowthYield,TRIM,0.5,3,0.588417406,0.890654863,1.112280066
2,60,1,3,DoublingTime,NoAntimicrbial,NA,2,0.331239587,0.22469461,0.246129784
2,60,1,3,GrowthYield,NoAntimicrbial,NA,2,0.385665598,0.47361728,0.555547933
2,60,1,3,DoublingTime,CAM,0.5,1,0.113162256,0.120538086,0.135032361
2,60,1,3,GrowthYield,CAM,0.5,1,0.32641593,0.183191681,0.203560593
2,60,1,3,DoublingTime,CAM,1,2,0.100103897,0.120197593,0.130386722
2,60,1,3,GrowthYield,CAM,1,2,0.400169996,0.261892694,0.30396841
2,60,1,3,DoublingTime,CAM,2,3,0.316326844,0.179835277,0.198456674
2,60,1,3,GrowthYield,CAM,2,3,0.557944586,0.466776803,0.516929959
2,60,1,3,DoublingTime,CIP,0.002,1,0.245378471,0.105213757,0.118895344
2,60,1,3,GrowthYield,CIP,0.002,1,0.217673088,0.196616621,0.238271526
2,60,1,3,DoublingTime,CIP,0.004,2,0.217790155,0.143280955,0.163051616
2,60,1,3,GrowthYield,CIP,0.004,2,0.368756961,0.434784582,0.489613836
2,60,1,3,DoublingTime,CIP,0.008,3,0.238628678,0.105711257,0.123226462
2,60,1,3,GrowthYield,CIP,0.008,3,0.53233734,0.67407414,0.759341677
2,60,1,3,DoublingTime,CTX,0.5,1,0.369804371,0.116164093,0.152668709
2,60,1,3,GrowthYield,CTX,0.5,1,0.710243116,0.868520041,1.015780163
2,60,1,3,DoublingTime,CTX,1,2,0.402701969,0.103562585,0.138454606
2,60,1,3,GrowthYield,CTX,1,2,0.715047163,0.921876244,1.089558491
2,60,1,3,DoublingTime,CTX,2,3,0.472587839,0.123396905,0.166773966
2,60,1,3,GrowthYield,CTX,2,3,0.711653671,0.984744206,1.149226205
2,60,1,3,DoublingTime,KAN,4,1,0.001528018,0.094687497,0.114403704
2,60,1,3,GrowthYield,KAN,4,1,0.275280207,0.351364038,0.442835039
2,60,1,3,DoublingTime,KAN,8,2,0.398246488,0.131387935,0.15139837
2,60,1,3,GrowthYield,KAN,8,2,0.472702271,0.640586045,0.812367919
2,60,1,3,DoublingTime,KAN,16,3,0.540687039,0.209333141,0.240996294
2,60,1,3,GrowthYield,KAN,16,3,0.472154683,1.005792714,1.201042865
2,60,1,3,DoublingTime,TET,0.3,1,0.415724584,0.13690429,0.162277112
2,60,1,3,GrowthYield,TET,0.3,1,0.528116369,0.290577964,0.346816628
2,60,1,3,DoublingTime,TET,0.6,2,0.41927748,0.204402168,0.21186518
2,60,1,3,GrowthYield,TET,0.6,2,0.627275801,0.623890525,0.654084231
2,60,1,3,DoublingTime,TET,1.25,3,0.682458276,0.257188922,0.277447549
2,60,1,3,GrowthYield,TET,1.25,3,0.615972509,0.932719291,1.018912706
2,60,1,3,DoublingTime,TRIM,0.125,1,0.427447557,0.137310126,0.162006339
2,60,1,3,GrowthYield,TRIM,0.125,1,0.567656591,0.524482954,0.636166993
2,60,1,3,DoublingTime,TRIM,0.25,2,0.528083182,0.137381664,0.148463322
2,60,1,3,GrowthYield,TRIM,0.25,2,0.55040159,0.690513221,0.876750615
2,60,1,3,DoublingTime,TRIM,0.5,3,0.443805002,0.144005232,0.174159225
2,60,1,3,GrowthYield,TRIM,0.5,3,0.607587017,0.896526477,1.106738185
2,60,1,4,DoublingTime,NoAntimicrbial,NA,2,0.352237508,0.213718716,0.262938524
2,60,1,4,GrowthYield,NoAntimicrbial,NA,2,0.483770603,0.484802502,0.5482836
2,60,1,4,DoublingTime,CAM,0.5,1,0.109503609,0.117900809,0.144800213
2,60,1,4,GrowthYield,CAM,0.5,1,0.377255086,0.174422792,0.233362577
2,60,1,4,DoublingTime,CAM,1,2,0.169042665,0.118189776,0.137905438
2,60,1,4,GrowthYield,CAM,1,2,0.355813539,0.261268775,0.300423666
2,60,1,4,DoublingTime,CAM,2,3,0.327356472,0.177967729,0.207047264
2,60,1,4,GrowthYield,CAM,2,3,0.507037611,0.465469451,0.509413006
2,60,1,4,DoublingTime,CIP,0.002,1,0.269784922,0.104876981,0.119224362
2,60,1,4,GrowthYield,CIP,0.002,1,0.122997685,0.202047034,0.233358033
2,60,1,4,DoublingTime,CIP,0.004,2,0.266644571,0.140467004,0.164319041
2,60,1,4,GrowthYield,CIP,0.004,2,0.357073665,0.42811245,0.524596327
2,60,1,4,DoublingTime,CIP,0.008,3,0.158213092,0.102603226,0.125271653
2,60,1,4,GrowthYield,CIP,0.008,3,0.546136917,0.65765667,0.847375129
2,60,1,4,DoublingTime,CTX,0.5,1,0.350460748,0.121098648,0.136972986
2,60,1,4,GrowthYield,CTX,0.5,1,0.652826414,0.839870657,1.082257476
2,60,1,4,DoublingTime,CTX,1,2,0.341549854,0.110787898,0.12369716
2,60,1,4,GrowthYield,CTX,1,2,0.670913842,0.894273159,1.171295765
2,60,1,4,DoublingTime,CTX,2,3,0.608410475,0.130475046,0.140931133
2,60,1,4,GrowthYield,CTX,2,3,0.677848531,0.969144187,1.223565711
2,60,1,4,DoublingTime,KAN,4,1,-0.014948608,0.093876534,0.117282658
2,60,1,4,GrowthYield,KAN,4,1,0.424607008,0.357998322,0.400615935
2,60,1,4,DoublingTime,KAN,8,2,0.431035288,0.12878036,0.162726191
2,60,1,4,GrowthYield,KAN,8,2,0.560571672,0.657812703,0.752432722
2,60,1,4,DoublingTime,KAN,16,3,0.53999886,0.205016388,0.257959757
2,60,1,4,GrowthYield,KAN,16,3,0.536585418,1.021991292,1.149856442
2,60,1,4,DoublingTime,TET,0.3,1,0.363521728,0.137905554,0.162303527
2,60,1,4,GrowthYield,TET,0.3,1,0.555646703,0.294177486,0.32798598
2,60,1,4,DoublingTime,TET,0.6,2,0.295660499,0.196167943,0.233026313
2,60,1,4,GrowthYield,TET,0.6,2,0.596578969,0.616009659,0.702334413
2,60,1,4,DoublingTime,TET,1.25,3,0.645138703,0.249765569,0.292534415
2,60,1,4,GrowthYield,TET,1.25,3,0.631177353,0.915306865,1.034423078
2,60,1,4,DoublingTime,TRIM,0.125,1,0.338789543,0.133984127,0.159574856
2,60,1,4,GrowthYield,TRIM,0.125,1,0.525901907,0.534538946,0.607462967
2,60,1,4,DoublingTime,TRIM,0.25,2,0.452670207,0.128261838,0.161291323
2,60,1,4,GrowthYield,TRIM,0.25,2,0.52840194,0.696699435,0.808526204
2,60,1,4,DoublingTime,TRIM,0.5,3,0.274715081,0.142300782,0.162796747
2,60,1,4,GrowthYield,TRIM,0.5,3,0.584511203,0.909619022,1.024657719
2,100,0.8,1,DoublingTime,NoAntimicrbial,NA,2,0.454073976,0.194506782,0.255643375
2,100,0.8,1,GrowthYield,NoAntimicrbial,NA,2,0.482959832,0.439461293,0.508013107
2,100,0.8,1,DoublingTime,CAM,0.5,1,0.14150739,0.105465622,0.13609737
2,100,0.8,1,GrowthYield,CAM,0.5,1,0.242030281,0.16556199,0.213940678
2,100,0.8,1,DoublingTime,CAM,1,2,0.100700868,0.102532577,0.143778357
2,100,0.8,1,GrowthYield,CAM,1,2,0.369918307,0.235509529,0.304867186
2,100,0.8,1,DoublingTime,CAM,2,3,0.360617582,0.162382458,0.196745536
2,100,0.8,1,GrowthYield,CAM,2,3,0.587237236,0.415364954,0.526357247
2,100,0.8,1,DoublingTime,CIP,0.002,1,0.191027539,0.093019557,0.120679919
2,100,0.8,1,GrowthYield,CIP,0.002,1,0.123296512,0.180783338,0.219465595
2,100,0.8,1,DoublingTime,CIP,0.004,2,0.246188523,0.125370715,0.171417669
2,100,0.8,1,GrowthYield,CIP,0.004,2,0.313398622,0.379391794,0.495852162
2,100,0.8,1,DoublingTime,CIP,0.008,3,0.155622452,0.094331732,0.116398255
2,100,0.8,1,GrowthYield,CIP,0.008,3,0.570897812,0.594632159,0.805303868
2,100,0.8,1,DoublingTime,CTX,0.5,1,0.382909899,0.108342002,0.13961375
2,100,0.8,1,GrowthYield,CTX,0.5,1,0.706631941,0.763422182,0.964295183
2,100,0.8,1,DoublingTime,CTX,1,2,0.37233415,0.09532812,0.12367985
2,100,0.8,1,GrowthYield,CTX,1,2,0.710800369,0.818829568,1.041181251
2,100,0.8,1,DoublingTime,CTX,2,3,0.54257153,0.116470742,0.151862291
2,100,0.8,1,GrowthYield,CTX,2,3,0.687521287,0.873186891,1.197897857
2,100,0.8,1,DoublingTime,KAN,4,1,0.037418565,0.086245506,0.109742163
2,100,0.8,1,GrowthYield,KAN,4,1,0.431291157,0.318861486,0.405739903
2,100,0.8,1,DoublingTime,KAN,8,2,0.385931124,0.118976573,0.149324319
2,100,0.8,1,GrowthYield,KAN,8,2,0.559570887,0.571601144,0.722576357
2,100,0.8,1,DoublingTime,KAN,16,3,0.575729137,0.191659664,0.222842304
2,100,0.8,1,GrowthYield,KAN,16,3,0.56882423,0.878821796,1.160802225
2,100,0.8,1,DoublingTime,TET,0.3,1,0.366942319,0.125221367,0.154278549
2,100,0.8,1,GrowthYield,TET,0.3,1,0.51516672,0.263515474,0.324645836
2,100,0.8,1,DoublingTime,TET,0.6,2,0.236549693,0.176102104,0.234712993
2,100,0.8,1,GrowthYield,TET,0.6,2,0.569328568,0.561928597,0.697854051
2,100,0.8,1,DoublingTime,TET,1.25,3,0.647744744,0.224050205,0.279576946
2,100,0.8,1,GrowthYield,TET,1.25,3,0.615228437,0.816737335,1.035818725
2,100,0.8,1,DoublingTime,TRIM,0.125,1,0.423643166,0.120366977,0.153734042
2,100,0.8,1,GrowthYield,TRIM,0.125,1,0.657620496,0.467827996,0.587858138
2,100,0.8,1,DoublingTime,TRIM,0.25,2,0.493002132,0.116477338,0.154247061
2,100,0.8,1,GrowthYield,TRIM,0.25,2,0.647319692,0.639191443,0.753971429
2,100,0.8,1,DoublingTime,TRIM,0.5,3,0.337888781,0.127886443,0.166907812
2,100,0.8,1,GrowthYield,TRIM,0.5,3,0.702516398,0.804752226,1.031349878
2,100,0.8,2,DoublingTime,NoAntimicrbial,NA,2,0.45502041,0.192524387,0.25590267
2,100,0.8,2,GrowthYield,NoAntimicrbial,NA,2,0.419353177,0.413418611,0.591400374
2,100,0.8,2,DoublingTime,CAM,0.5,1,0.112305293,0.109320391,0.136743004
2,100,0.8,2,GrowthYield,CAM,0.5,1,0.406858934,0.164577955,0.204851081
2,100,0.8,2,DoublingTime,CAM,1,2,0.052314154,0.105934819,0.134438452
2,100,0.8,2,GrowthYield,CAM,1,2,0.389573832,0.229512107,0.305803268
2,100,0.8,2,DoublingTime,CAM,2,3,0.292287274,0.153968367,0.213576192
2,100,0.8,2,GrowthYield,CAM,2,3,0.535348918,0.402970028,0.547657562
2,100,0.8,2,DoublingTime,CIP,0.002,1,0.208426777,0.091272304,0.127660205
2,100,0.8,2,GrowthYield,CIP,0.002,1,0.242973075,0.175820197,0.22548939
2,100,0.8,2,DoublingTime,CIP,0.004,2,0.262950498,0.125480538,0.166391951
2,100,0.8,2,GrowthYield,CIP,0.004,2,0.341820344,0.383882478,0.478596406
2,100,0.8,2,DoublingTime,CIP,0.008,3,0.131942003,0.091672474,0.123469494
2,100,0.8,2,GrowthYield,CIP,0.008,3,0.573962422,0.591453635,0.773018523
2,100,0.8,2,DoublingTime,CTX,0.5,1,0.312663299,0.107458047,0.132182366
2,100,0.8,2,GrowthYield,CTX,0.5,1,0.728381078,0.777874258,0.953123612
2,100,0.8,2,DoublingTime,CTX,1,2,0.357711733,0.097868579,0.113404753
2,100,0.8,2,GrowthYield,CTX,1,2,0.711834259,0.818466126,1.022438352
2,100,0.8,2,DoublingTime,CTX,2,3,0.554100885,0.116708296,0.139844171
2,100,0.8,2,GrowthYield,CTX,2,3,0.718269069,0.909127002,1.068638397
2,100,0.8,2,DoublingTime,KAN,4,1,0.033467461,0.086879189,0.110260695
2,100,0.8,2,GrowthYield,KAN,4,1,0.419132303,0.31400596,0.414257144
2,100,0.8,2,DoublingTime,KAN,8,2,0.460947827,0.120255063,0.162070741
2,100,0.8,2,GrowthYield,KAN,8,2,0.671093803,0.592823501,0.730851538
2,100,0.8,2,DoublingTime,KAN,16,3,0.603729878,0.185199978,0.245592151
2,100,0.8,2,GrowthYield,KAN,16,3,0.658522983,0.916451735,1.13383455
2,100,0.8,2,DoublingTime,TET,0.3,1,0.401677611,0.123307798,0.163891248
2,100,0.8,2,GrowthYield,TET,0.3,1,0.527249144,0.259943313,0.340911341
2,100,0.8,2,DoublingTime,TET,0.6,2,0.292310388,0.173055902,0.238551312
2,100,0.8,2,GrowthYield,TET,0.6,2,0.5527431,0.539509541,0.763032466
2,100,0.8,2,DoublingTime,TET,1.25,3,0.658628829,0.212937296,0.309338938
2,100,0.8,2,GrowthYield,TET,1.25,3,0.57528158,0.801353056,1.106790488
2,100,0.8,2,DoublingTime,TRIM,0.125,1,0.35447413,0.11905227,0.164299214
2,100,0.8,2,GrowthYield,TRIM,0.125,1,0.535003062,0.456716739,0.63702274
2,100,0.8,2,DoublingTime,TRIM,0.25,2,0.525472503,0.118344568,0.147971479
2,100,0.8,2,GrowthYield,TRIM,0.25,2,0.461813466,0.601206324,0.841514084
2,100,0.8,2,DoublingTime,TRIM,0.5,3,0.333641379,0.129712596,0.166594503
2,100,0.8,2,GrowthYield,TRIM,0.5,3,0.610100549,0.800171823,1.084702839
2,100,0.8,3,DoublingTime,NoAntimicrbial,NA,2,0.32333222,0.194321415,0.248530498
2,100,0.8,3,GrowthYield,NoAntimicrbial,NA,2,0.404721254,0.419226324,0.546884212
2,100,0.8,3,DoublingTime,CAM,0.5,1,0.192849647,0.108485283,0.133582072
2,100,0.8,3,GrowthYield,CAM,0.5,1,0.346285832,0.166771291,0.203750347
2,100,0.8,3,DoublingTime,CAM,1,2,0.166955864,0.106367275,0.133099998
2,100,0.8,3,GrowthYield,CAM,1,2,0.386071966,0.233821433,0.304833268
2,100,0.8,3,DoublingTime,CAM,2,3,0.304589641,0.15851765,0.197944009
2,100,0.8,3,GrowthYield,CAM,2,3,0.533530615,0.409948585,0.5199272
2,100,0.8,3,DoublingTime,CIP,0.002,1,0.274483361,0.094013073,0.116553824
2,100,0.8,3,GrowthYield,CIP,0.002,1,0.245973201,0.173305648,0.234822719
2,100,0.8,3,DoublingTime,CIP,0.004,2,0.214315055,0.125783062,0.1651238
2,100,0.8,3,GrowthYield,CIP,0.004,2,0.370791144,0.383410827,0.483005179
2,100,0.8,3,DoublingTime,CIP,0.008,3,0.308802573,0.094607313,0.120236316
2,100,0.8,3,GrowthYield,CIP,0.008,3,0.544022324,0.607952383,0.760261971
2,100,0.8,3,DoublingTime,CTX,0.5,1,0.386650441,0.102586793,0.150025732
2,100,0.8,3,GrowthYield,CTX,0.5,1,0.686936787,0.770500585,0.987341842
2,100,0.8,3,DoublingTime,CTX,1,2,0.379860265,0.092058778,0.136770787
2,100,0.8,3,GrowthYield,CTX,1,2,0.715813481,0.818899204,1.040553958
2,100,0.8,3,DoublingTime,CTX,2,3,0.494098565,0.109430272,0.162505231
2,100,0.8,3,GrowthYield,CTX,2,3,0.700774004,0.88983019,1.149966671
2,100,0.8,3,DoublingTime,KAN,4,1,-1.40E-04,0.085681819,0.11687493
2,100,0.8,3,GrowthYield,KAN,4,1,0.342805964,0.303973123,0.444537732
2,100,0.8,3,DoublingTime,KAN,8,2,0.381921475,0.115142972,0.153508053
2,100,0.8,3,GrowthYield,KAN,8,2,0.466864938,0.563918732,0.819117207
2,100,0.8,3,DoublingTime,KAN,16,3,0.572109181,0.183377787,0.237815936
2,100,0.8,3,GrowthYield,KAN,16,3,0.486666213,0.892581047,1.202100137
2,100,0.8,3,DoublingTime,TET,0.3,1,0.420457747,0.122872628,0.160687256
2,100,0.8,3,GrowthYield,TET,0.3,1,0.531256613,0.258465684,0.348147212
2,100,0.8,3,DoublingTime,TET,0.6,2,0.415816697,0.183776292,0.210966839
2,100,0.8,3,GrowthYield,TET,0.6,2,0.596310867,0.559851456,0.678692439
2,100,0.8,3,DoublingTime,TET,1.25,3,0.715061973,0.228642836,0.268887783
2,100,0.8,3,GrowthYield,TET,1.25,3,0.591706224,0.845367874,1.020963197
2,100,0.8,3,DoublingTime,TRIM,0.125,1,0.468739732,0.123049152,0.157487628
2,100,0.8,3,GrowthYield,TRIM,0.125,1,0.60461831,0.463913471,0.625023905
2,100,0.8,3,DoublingTime,TRIM,0.25,2,0.51794691,0.122521457,0.148977846
2,100,0.8,3,GrowthYield,TRIM,0.25,2,0.59909812,0.612074334,0.838638944
2,100,0.8,3,DoublingTime,TRIM,0.5,3,0.406694896,0.129401206,0.169072163
2,100,0.8,3,GrowthYield,TRIM,0.5,3,0.66542003,0.790257441,1.062613145
2,100,0.8,4,DoublingTime,NoAntimicrbial,NA,2,0.349475202,0.189221622,0.263196349
2,100,0.8,4,GrowthYield,NoAntimicrbial,NA,2,0.44200566,0.431732475,0.543279635
2,100,0.8,4,DoublingTime,CAM,0.5,1,0.108353608,0.105938901,0.144643086
2,100,0.8,4,GrowthYield,CAM,0.5,1,0.359787563,0.154608937,0.23642054
2,100,0.8,4,DoublingTime,CAM,1,2,0.191320313,0.105003453,0.137555893
2,100,0.8,4,GrowthYield,CAM,1,2,0.355510773,0.234497831,0.303737421
2,100,0.8,4,DoublingTime,CAM,2,3,0.361599478,0.159308469,0.205233556
2,100,0.8,4,GrowthYield,CAM,2,3,0.504747067,0.410273536,0.514892811
2,100,0.8,4,DoublingTime,CIP,0.002,1,0.245743761,0.093478739,0.121371898
2,100,0.8,4,GrowthYield,CIP,0.002,1,0.198398741,0.180120027,0.229000399
2,100,0.8,4,DoublingTime,CIP,0.004,2,0.178275974,0.124011987,0.171265843
2,100,0.8,4,GrowthYield,CIP,0.004,2,0.357129804,0.376039996,0.510704749
2,100,0.8,4,DoublingTime,CIP,0.008,3,0.177593397,0.093159666,0.127334867
2,100,0.8,4,GrowthYield,CIP,0.008,3,0.582405112,0.576227289,0.813045856
2,100,0.8,4,DoublingTime,CTX,0.5,1,0.361411343,0.10900682,0.134257198
2,100,0.8,4,GrowthYield,CTX,0.5,1,0.670196763,0.728361231,1.065267385
2,100,0.8,4,DoublingTime,CTX,1,2,0.356740257,0.098801009,0.121936535
2,100,0.8,4,GrowthYield,CTX,1,2,0.662247669,0.787112899,1.16369918
2,100,0.8,4,DoublingTime,CTX,2,3,0.624502501,0.117331364,0.136821128
2,100,0.8,4,GrowthYield,CTX,2,3,0.671612837,0.849953798,1.232235325
2,100,0.8,4,DoublingTime,KAN,4,1,0.043152046,0.084315487,0.119534915
2,100,0.8,4,GrowthYield,KAN,4,1,0.438437337,0.318725119,0.394735342
2,100,0.8,4,DoublingTime,KAN,8,2,0.441522377,0.115290989,0.164405746
2,100,0.8,4,GrowthYield,KAN,8,2,0.524940663,0.579289937,0.769724841
2,100,0.8,4,DoublingTime,KAN,16,3,0.550195856,0.179303231,0.258383107
2,100,0.8,4,GrowthYield,KAN,16,3,0.554176364,0.900550307,1.127846833
2,100,0.8,4,DoublingTime,TET,0.3,1,0.337609147,0.12304942,0.165981753
2,100,0.8,4,GrowthYield,TET,0.3,1,0.542044462,0.261100824,0.333863645
2,100,0.8,4,DoublingTime,TET,0.6,2,0.288086606,0.175998703,0.232570944
2,100,0.8,4,GrowthYield,TET,0.6,2,0.599580263,0.55271068,0.705420552
2,100,0.8,4,DoublingTime,TET,1.25,3,0.65961638,0.223486713,0.290214841
2,100,0.8,4,GrowthYield,TET,1.25,3,0.638753421,0.82666822,1.037949938
2,100,0.8,4,DoublingTime,TRIM,0.125,1,0.3360671,0.119017464,0.162524788
2,100,0.8,4,GrowthYield,TRIM,0.125,1,0.549308529,0.468245302,0.598554625
2,100,0.8,4,DoublingTime,TRIM,0.25,2,0.460016867,0.113395806,0.158949892
2,100,0.8,4,GrowthYield,TRIM,0.25,2,0.54902199,0.602428214,0.798798753
2,100,0.8,4,DoublingTime,TRIM,0.5,3,0.251704882,0.127552706,0.16656318
2,100,0.8,4,GrowthYield,TRIM,0.5,3,0.590474748,0.795390268,1.02251669
2,100,1,1,DoublingTime,NoAntimicrbial,NA,2,0.479647593,0.20239961,0.257221333
2,100,1,1,GrowthYield,NoAntimicrbial,NA,2,0.492051529,0.456276721,0.501973153
2,100,1,1,DoublingTime,CAM,0.5,1,0.160257263,0.108270192,0.135618951
2,100,1,1,GrowthYield,CAM,0.5,1,0.234300688,0.171440007,0.206945479
2,100,1,1,DoublingTime,CAM,1,2,0.046261674,0.106328843,0.144738467
2,100,1,1,GrowthYield,CAM,1,2,0.389693613,0.243327472,0.300721817
2,100,1,1,DoublingTime,CAM,2,3,0.421833146,0.164730902,0.19673203
2,100,1,1,GrowthYield,CAM,2,3,0.549191104,0.42227604,0.532734443
