max_depth,n_estimators,subsample,CrossValidationSet,Measurement,Drug,Concentration_Original,Concentration,Validation Spearman,Training MAE,Validation MAE
1,100,0.8,2,DoublingTime,KAN,16,3,0.602537562,0.222266971,0.252857813
1,100,0.8,2,GrowthYield,KAN,16,3,0.628519324,1.108310391,1.197674581
1,100,0.8,2,DoublingTime,TET,0.3,1,0.378609854,0.142814977,0.163753364
1,100,0.8,2,GrowthYield,TET,0.3,1,0.52426357,0.309585909,0.351942727
1,100,0.8,2,DoublingTime,TET,0.6,2,0.305911058,0.204703033,0.238520389
1,100,0.8,2,GrowthYield,TET,0.6,2,0.541681695,0.641376198,0.773282327
1,100,0.8,2,DoublingTime,TET,1.25,3,0.649807544,0.259462077,0.316060444
1,100,0.8,2,GrowthYield,TET,1.25,3,0.508857145,0.977500381,1.165083834
1,100,0.8,2,DoublingTime,TRIM,0.125,1,0.333395275,0.141866833,0.163252939
1,100,0.8,2,GrowthYield,TRIM,0.125,1,0.491233769,0.551604677,0.658272544
1,100,0.8,2,DoublingTime,TRIM,0.25,2,0.480238317,0.141625602,0.151954856
1,100,0.8,2,GrowthYield,TRIM,0.25,2,0.489793151,0.738883024,0.842581676
1,100,0.8,2,DoublingTime,TRIM,0.5,3,0.28099654,0.15051381,0.169192692
1,100,0.8,2,GrowthYield,TRIM,0.5,3,0.612178697,0.975768072,1.098193503
1,100,0.8,3,DoublingTime,NoAntimicrbial,NA,2,0.308750266,0.233513025,0.247288919
1,100,0.8,3,GrowthYield,NoAntimicrbial,NA,2,0.342181513,0.506587195,0.562056603
1,100,0.8,3,DoublingTime,CAM,0.5,1,0.140261301,0.123606326,0.134364841
1,100,0.8,3,GrowthYield,CAM,0.5,1,0.375070075,0.191776666,0.20248914
1,100,0.8,3,DoublingTime,CAM,1,2,0.073997176,0.123348799,0.131316191
1,100,0.8,3,GrowthYield,CAM,1,2,0.406702289,0.271508102,0.30317242
1,100,0.8,3,DoublingTime,CAM,2,3,0.30889785,0.185392695,0.199537692
1,100,0.8,3,GrowthYield,CAM,2,3,0.514761901,0.492376506,0.5297874
1,100,0.8,3,DoublingTime,CIP,0.002,1,0.250297218,0.109605049,0.117046781
1,100,0.8,3,GrowthYield,CIP,0.002,1,0.188130184,0.203699998,0.241086158
1,100,0.8,3,DoublingTime,CIP,0.004,2,0.231606471,0.148071854,0.162946605
1,100,0.8,3,GrowthYield,CIP,0.004,2,0.297277676,0.452685856,0.501403376
1,100,0.8,3,DoublingTime,CIP,0.008,3,0.262328386,0.108067641,0.122133066
1,100,0.8,3,GrowthYield,CIP,0.008,3,0.506801829,0.727673874,0.775662758
1,100,0.8,3,DoublingTime,CTX,0.5,1,0.334859582,0.120941612,0.15328927
1,100,0.8,3,GrowthYield,CTX,0.5,1,0.701262071,1.003900996,1.124659433
1,100,0.8,3,DoublingTime,CTX,1,2,0.410117348,0.107893203,0.137837554
1,100,0.8,3,GrowthYield,CTX,1,2,0.70351148,1.085982169,1.214573576
1,100,0.8,3,DoublingTime,CTX,2,3,0.456372981,0.132052672,0.169551999
1,100,0.8,3,GrowthYield,CTX,2,3,0.716539396,1.188644493,1.316978662
1,100,0.8,3,DoublingTime,KAN,4,1,0.042270902,0.09812257,0.112507994
1,100,0.8,3,GrowthYield,KAN,4,1,0.253929956,0.364767967,0.458410904
1,100,0.8,3,DoublingTime,KAN,8,2,0.369699461,0.138257363,0.156724126
1,100,0.8,3,GrowthYield,KAN,8,2,0.47726443,0.682818348,0.825869556
1,100,0.8,3,DoublingTime,KAN,16,3,0.528275727,0.223588878,0.245312512
1,100,0.8,3,GrowthYield,KAN,16,3,0.468827891,1.07850417,1.210452165
1,100,0.8,3,DoublingTime,TET,0.3,1,0.371278513,0.141514777,0.164344433
1,100,0.8,3,GrowthYield,TET,0.3,1,0.52609397,0.308435471,0.348802909
1,100,0.8,3,DoublingTime,TET,0.6,2,0.401969719,0.213046168,0.214034786
1,100,0.8,3,GrowthYield,TET,0.6,2,0.61468483,0.667318449,0.688811046
1,100,0.8,3,DoublingTime,TET,1.25,3,0.687201985,0.274352204,0.282776899
1,100,0.8,3,GrowthYield,TET,1.25,3,0.592506543,1.013061815,1.07553921
1,100,0.8,3,DoublingTime,TRIM,0.125,1,0.382232066,0.143907618,0.163462049
1,100,0.8,3,GrowthYield,TRIM,0.125,1,0.554917117,0.558492238,0.636204759
1,100,0.8,3,DoublingTime,TRIM,0.25,2,0.480940961,0.142370125,0.152384214
1,100,0.8,3,GrowthYield,TRIM,0.25,2,0.556158171,0.735873147,0.882919594
1,100,0.8,3,DoublingTime,TRIM,0.5,3,0.408088453,0.15012676,0.172619457
1,100,0.8,3,GrowthYield,TRIM,0.5,3,0.605129452,0.961624984,1.113225064
1,100,0.8,4,DoublingTime,NoAntimicrbial,NA,2,0.341215174,0.227068163,0.263994237
1,100,0.8,4,GrowthYield,NoAntimicrbial,NA,2,0.419870437,0.510367086,0.56194251
1,100,0.8,4,DoublingTime,CAM,0.5,1,0.068198918,0.120735836,0.142914903
1,100,0.8,4,GrowthYield,CAM,0.5,1,0.329910415,0.181701852,0.238733957
1,100,0.8,4,DoublingTime,CAM,1,2,0.094357186,0.121350596,0.138888859
1,100,0.8,4,GrowthYield,CAM,1,2,0.356490922,0.274491646,0.297926257
1,100,0.8,4,DoublingTime,CAM,2,3,0.331379934,0.183871624,0.208365454
1,100,0.8,4,GrowthYield,CAM,2,3,0.476156496,0.491226983,0.52197905
1,100,0.8,4,DoublingTime,CIP,0.002,1,0.227725729,0.108868473,0.121848327
1,100,0.8,4,GrowthYield,CIP,0.002,1,0.142109438,0.206901358,0.232026416
1,100,0.8,4,DoublingTime,CIP,0.004,2,0.202083801,0.14756357,0.16594595
1,100,0.8,4,GrowthYield,CIP,0.004,2,0.380232958,0.440403536,0.526767693
1,100,0.8,4,DoublingTime,CIP,0.008,3,0.149789802,0.105717696,0.125233868
1,100,0.8,4,GrowthYield,CIP,0.008,3,0.54742301,0.687008856,0.851247742
1,100,0.8,4,DoublingTime,CTX,0.5,1,0.358336372,0.125724762,0.136785051
1,100,0.8,4,GrowthYield,CTX,0.5,1,0.668130385,0.993539642,1.165904133
1,100,0.8,4,DoublingTime,CTX,1,2,0.357678815,0.114063835,0.121468838
1,100,0.8,4,GrowthYield,CTX,1,2,0.676297414,1.077411878,1.280540797
1,100,0.8,4,DoublingTime,CTX,2,3,0.617717166,0.139210401,0.142238064
1,100,0.8,4,GrowthYield,CTX,2,3,0.687446079,1.175895105,1.333422313
1,100,0.8,4,DoublingTime,KAN,4,1,-0.004133582,0.09650212,0.116739165
1,100,0.8,4,GrowthYield,KAN,4,1,0.371719831,0.377353297,0.409860725
1,100,0.8,4,DoublingTime,KAN,8,2,0.420161707,0.135435889,0.16252497
1,100,0.8,4,GrowthYield,KAN,8,2,0.549490342,0.697284451,0.763585722
1,100,0.8,4,DoublingTime,KAN,16,3,0.535848703,0.217148978,0.26046062
1,100,0.8,4,GrowthYield,KAN,16,3,0.500853045,1.088403426,1.174704907
1,100,0.8,4,DoublingTime,TET,0.3,1,0.340175015,0.143216166,0.163360651
1,100,0.8,4,GrowthYield,TET,0.3,1,0.525983229,0.311297109,0.333099028
1,100,0.8,4,DoublingTime,TET,0.6,2,0.294300891,0.207206099,0.234173866
1,100,0.8,4,GrowthYield,TET,0.6,2,0.570083757,0.657013263,0.726523561
1,100,0.8,4,DoublingTime,TET,1.25,3,0.651412935,0.267874711,0.301007856
1,100,0.8,4,GrowthYield,TET,1.25,3,0.64364387,1.002156731,1.058842433
1,100,0.8,4,DoublingTime,TRIM,0.125,1,0.340151533,0.141965616,0.1597515
1,100,0.8,4,GrowthYield,TRIM,0.125,1,0.535242507,0.568775852,0.610380251
1,100,0.8,4,DoublingTime,TRIM,0.25,2,0.440333741,0.135887155,0.162474285
1,100,0.8,4,GrowthYield,TRIM,0.25,2,0.528505622,0.75311438,0.81119354
1,100,0.8,4,DoublingTime,TRIM,0.5,3,0.260601565,0.150343286,0.163568095
1,100,0.8,4,GrowthYield,TRIM,0.5,3,0.604675162,0.984739558,1.032049499
1,100,1,1,DoublingTime,NoAntimicrbial,NA,2,0.412369816,0.236011057,0.264272094
1,100,1,1,GrowthYield,NoAntimicrbial,NA,2,0.446903662,0.528517783,0.526165117
1,100,1,1,DoublingTime,CAM,0.5,1,0.096449149,0.122662777,0.13865334
1,100,1,1,GrowthYield,CAM,0.5,1,0.292131973,0.193160492,0.20532379
1,100,1,1,DoublingTime,CAM,1,2,0.080879817,0.119238233,0.144116944
1,100,1,1,GrowthYield,CAM,1,2,0.373305737,0.276736699,0.301581786
1,100,1,1,DoublingTime,CAM,2,3,0.402197227,0.188015155,0.199051165
1,100,1,1,GrowthYield,CAM,2,3,0.535902688,0.48930149,0.550083329
1,100,1,1,DoublingTime,CIP,0.002,1,0.201677026,0.110013322,0.120103338
1,100,1,1,GrowthYield,CIP,0.002,1,0.053061996,0.212072285,0.218475765
1,100,1,1,DoublingTime,CIP,0.004,2,0.251345114,0.14788865,0.168149047
1,100,1,1,GrowthYield,CIP,0.004,2,0.318475604,0.456270843,0.494638367
1,100,1,1,DoublingTime,CIP,0.008,3,0.11170275,0.11064649,0.115387002
1,100,1,1,GrowthYield,CIP,0.008,3,0.59531903,0.720060372,0.818020673
1,100,1,1,DoublingTime,CTX,0.5,1,0.378095216,0.12843463,0.141199455
1,100,1,1,GrowthYield,CTX,0.5,1,0.716204203,1.045138956,1.075295394
1,100,1,1,DoublingTime,CTX,1,2,0.352235541,0.114620459,0.126660627
1,100,1,1,GrowthYield,CTX,1,2,0.70724662,1.132963247,1.176812036
1,100,1,1,DoublingTime,CTX,2,3,0.561895819,0.139880653,0.15109974
1,100,1,1,GrowthYield,CTX,2,3,0.705705524,1.214181681,1.329437647
1,100,1,1,DoublingTime,KAN,4,1,0.042164138,0.099522881,0.110479241
1,100,1,1,GrowthYield,KAN,4,1,0.371936962,0.379145771,0.415411429
1,100,1,1,DoublingTime,KAN,8,2,0.350369334,0.142479881,0.15048709
1,100,1,1,GrowthYield,KAN,8,2,0.519597036,0.713615499,0.754219673
1,100,1,1,DoublingTime,KAN,16,3,0.545787491,0.231927128,0.231097523
1,100,1,1,GrowthYield,KAN,16,3,0.539269373,1.081165464,1.22479539
1,100,1,1,DoublingTime,TET,0.3,1,0.343350394,0.147505604,0.151979737
1,100,1,1,GrowthYield,TET,0.3,1,0.487557873,0.316798416,0.330375428
1,100,1,1,DoublingTime,TET,0.6,2,0.254921933,0.209765626,0.231819076
1,100,1,1,GrowthYield,TET,0.6,2,0.600039159,0.680986525,0.692132558
1,100,1,1,DoublingTime,TET,1.25,3,0.653575738,0.276169394,0.276983953
1,100,1,1,GrowthYield,TET,1.25,3,0.608030913,1.024967575,1.053764529
1,100,1,1,DoublingTime,TRIM,0.125,1,0.376979535,0.145589065,0.158251037
1,100,1,1,GrowthYield,TRIM,0.125,1,0.624605775,0.57158914,0.628722553
1,100,1,1,DoublingTime,TRIM,0.25,2,0.417219455,0.140266788,0.161685676
1,100,1,1,GrowthYield,TRIM,0.25,2,0.628255743,0.780241881,0.785201408
1,100,1,1,DoublingTime,TRIM,0.5,3,0.342405326,0.153224285,0.169998501
1,100,1,1,GrowthYield,TRIM,0.5,3,0.679454992,0.996767926,1.080337327
1,100,1,2,DoublingTime,NoAntimicrbial,NA,2,0.425000638,0.235429929,0.26776872
1,100,1,2,GrowthYield,NoAntimicrbial,NA,2,0.369003301,0.505558997,0.610995766
1,100,1,2,DoublingTime,CAM,0.5,1,0.202121479,0.125023648,0.131973294
1,100,1,2,GrowthYield,CAM,0.5,1,0.391991049,0.192402093,0.201249165
1,100,1,2,DoublingTime,CAM,1,2,0.002792603,0.123973221,0.13057424
1,100,1,2,GrowthYield,CAM,1,2,0.410620395,0.271597038,0.309073151
1,100,1,2,DoublingTime,CAM,2,3,0.265054323,0.184550272,0.213083984
1,100,1,2,GrowthYield,CAM,2,3,0.521653859,0.484689184,0.560912586
1,100,1,2,DoublingTime,CIP,0.002,1,0.231161013,0.107870703,0.124800908
1,100,1,2,GrowthYield,CIP,0.002,1,0.109728076,0.208256724,0.234556763
1,100,1,2,DoublingTime,CIP,0.004,2,0.304705918,0.14946408,0.163430918
1,100,1,2,GrowthYield,CIP,0.004,2,0.334443989,0.45970528,0.486284925
1,100,1,2,DoublingTime,CIP,0.008,3,0.104059472,0.108865446,0.122026545
1,100,1,2,GrowthYield,CIP,0.008,3,0.598655652,0.730128771,0.781227301
1,100,1,2,DoublingTime,CTX,0.5,1,0.277323123,0.127540034,0.133292549
1,100,1,2,GrowthYield,CTX,0.5,1,0.719754066,1.029697077,1.089786438
1,100,1,2,DoublingTime,CTX,1,2,0.314212169,0.115784756,0.116100814
1,100,1,2,GrowthYield,CTX,1,2,0.723866977,1.12261814,1.143716566
1,100,1,2,DoublingTime,CTX,2,3,0.541906847,0.140545898,0.144760473
1,100,1,2,GrowthYield,CTX,2,3,0.705526623,1.221489649,1.232466687
1,100,1,2,DoublingTime,KAN,4,1,0.047533179,0.10007278,0.108678442
1,100,1,2,GrowthYield,KAN,4,1,0.438941988,0.379769847,0.411945591
1,100,1,2,DoublingTime,KAN,8,2,0.442511762,0.139723214,0.160916004
1,100,1,2,GrowthYield,KAN,8,2,0.617137962,0.71717175,0.770922026
1,100,1,2,DoublingTime,KAN,16,3,0.595466567,0.22573069,0.254311248
1,100,1,2,GrowthYield,KAN,16,3,0.645512194,1.123195109,1.198228433
1,100,1,2,DoublingTime,TET,0.3,1,0.401149563,0.144530912,0.164548939
1,100,1,2,GrowthYield,TET,0.3,1,0.533086496,0.313026044,0.350142481
1,100,1,2,DoublingTime,TET,0.6,2,0.341143535,0.20866746,0.239317332
1,100,1,2,GrowthYield,TET,0.6,2,0.536635772,0.653468485,0.768665823
1,100,1,2,DoublingTime,TET,1.25,3,0.63637844,0.264352792,0.319145937
1,100,1,2,GrowthYield,TET,1.25,3,0.502517073,0.99136223,1.154611618
1,100,1,2,DoublingTime,TRIM,0.125,1,0.328119488,0.143868047,0.163038433
1,100,1,2,GrowthYield,TRIM,0.125,1,0.506448759,0.561953995,0.651594088
1,100,1,2,DoublingTime,TRIM,0.25,2,0.490523298,0.14360397,0.15035549
1,100,1,2,GrowthYield,TRIM,0.25,2,0.505411832,0.750415629,0.847158948
1,100,1,2,DoublingTime,TRIM,0.5,3,0.267238281,0.152423729,0.169972396
1,100,1,2,GrowthYield,TRIM,0.5,3,0.599757654,0.986858175,1.101643067
1,100,1,3,DoublingTime,NoAntimicrbial,NA,2,0.314981257,0.237349935,0.247947539
1,100,1,3,GrowthYield,NoAntimicrbial,NA,2,0.367268481,0.514968902,0.559775515
1,100,1,3,DoublingTime,CAM,0.5,1,0.096669181,0.125081073,0.135417029
1,100,1,3,GrowthYield,CAM,0.5,1,0.338857557,0.192625977,0.203809741
1,100,1,3,DoublingTime,CAM,1,2,0.067721859,0.12466397,0.12978034
1,100,1,3,GrowthYield,CAM,1,2,0.409125196,0.275594465,0.301566161
1,100,1,3,DoublingTime,CAM,2,3,0.297269977,0.188874984,0.199982959
1,100,1,3,GrowthYield,CAM,2,3,0.535335666,0.496509122,0.52704586
1,100,1,3,DoublingTime,CIP,0.002,1,0.228951399,0.110481192,0.119979412
1,100,1,3,GrowthYield,CIP,0.002,1,0.179979186,0.207104723,0.242323636
1,100,1,3,DoublingTime,CIP,0.004,2,0.245879295,0.15094724,0.162550097
1,100,1,3,GrowthYield,CIP,0.004,2,0.322945104,0.459402549,0.501682196
1,100,1,3,DoublingTime,CIP,0.008,3,0.219595853,0.109080397,0.123991712
1,100,1,3,GrowthYield,CIP,0.008,3,0.501137469,0.734897053,0.791753663
1,100,1,3,DoublingTime,CTX,0.5,1,0.347880836,0.123012722,0.154732066
1,100,1,3,GrowthYield,CTX,0.5,1,0.693454814,1.021759378,1.137947054
1,100,1,3,DoublingTime,CTX,1,2,0.367485967,0.109622416,0.140034036
1,100,1,3,GrowthYield,CTX,1,2,0.698193439,1.105096125,1.238240955
1,100,1,3,DoublingTime,CTX,2,3,0.448596008,0.134328629,0.170920888
1,100,1,3,GrowthYield,CTX,2,3,0.697607856,1.201190269,1.346062899
1,100,1,3,DoublingTime,KAN,4,1,-0.004162758,0.09857827,0.113656804
1,100,1,3,GrowthYield,KAN,4,1,0.267741987,0.369916945,0.444330649
1,100,1,3,DoublingTime,KAN,8,2,0.397746208,0.140511899,0.151673625
1,100,1,3,GrowthYield,KAN,8,2,0.461889124,0.691414977,0.82131864
1,100,1,3,DoublingTime,KAN,16,3,0.507490452,0.225051005,0.248081957
1,100,1,3,GrowthYield,KAN,16,3,0.45334082,1.09193826,1.215990697
1,100,1,3,DoublingTime,TET,0.3,1,0.365841518,0.143704232,0.164538621
1,100,1,3,GrowthYield,TET,0.3,1,0.521039373,0.312912355,0.353157883
1,100,1,3,DoublingTime,TET,0.6,2,0.404773033,0.216356364,0.214537586
1,100,1,3,GrowthYield,TET,0.6,2,0.607964354,0.675480398,0.689186352
1,100,1,3,DoublingTime,TET,1.25,3,0.685423327,0.278961238,0.28486266
1,100,1,3,GrowthYield,TET,1.25,3,0.586220175,1.018851175,1.077025693
1,100,1,3,DoublingTime,TRIM,0.125,1,0.401002014,0.145939854,0.163980329
1,100,1,3,GrowthYield,TRIM,0.125,1,0.556725684,0.566550389,0.639761438
1,100,1,3,DoublingTime,TRIM,0.25,2,0.493853545,0.144922965,0.15328447
1,100,1,3,GrowthYield,TRIM,0.25,2,0.546664452,0.744879095,0.891096223
1,100,1,3,DoublingTime,TRIM,0.5,3,0.439918422,0.15181143,0.173181155
1,100,1,3,GrowthYield,TRIM,0.5,3,0.608886651,0.980806477,1.127083181
1,100,1,4,DoublingTime,NoAntimicrbial,NA,2,0.337376497,0.232338464,0.262799597
1,100,1,4,GrowthYield,NoAntimicrbial,NA,2,0.465325824,0.519950283,0.561584246
1,100,1,4,DoublingTime,CAM,0.5,1,0.162168505,0.122207508,0.141661917
1,100,1,4,GrowthYield,CAM,0.5,1,0.351554173,0.184042632,0.233359901
1,100,1,4,DoublingTime,CAM,1,2,0.159205905,0.122568839,0.137337541
1,100,1,4,GrowthYield,CAM,1,2,0.365542263,0.27796852,0.297060158
1,100,1,4,DoublingTime,CAM,2,3,0.329858065,0.186432063,0.206245034
1,100,1,4,GrowthYield,CAM,2,3,0.495683337,0.500307561,0.515157921
1,100,1,4,DoublingTime,CIP,0.002,1,0.264819233,0.110553468,0.118761604
1,100,1,4,GrowthYield,CIP,0.002,1,0.169076457,0.210946326,0.22996934
1,100,1,4,DoublingTime,CIP,0.004,2,0.218970197,0.1502828,0.165575846
1,100,1,4,GrowthYield,CIP,0.004,2,0.359714762,0.447012767,0.529792037
1,100,1,4,DoublingTime,CIP,0.008,3,0.137440796,0.107372872,0.125433611
1,100,1,4,GrowthYield,CIP,0.008,3,0.535510294,0.697345667,0.85381733
1,100,1,4,DoublingTime,CTX,0.5,1,0.349738781,0.128707513,0.136517979
1,100,1,4,GrowthYield,CTX,0.5,1,0.666228297,1.006178624,1.163467312
1,100,1,4,DoublingTime,CTX,1,2,0.356342441,0.116077984,0.122443751
1,100,1,4,GrowthYield,CTX,1,2,0.679413956,1.089602046,1.275838911
1,100,1,4,DoublingTime,CTX,2,3,0.597277872,0.142622976,0.145112619
1,100,1,4,GrowthYield,CTX,2,3,0.687447165,1.196906379,1.338578934
1,100,1,4,DoublingTime,KAN,4,1,-0.006748781,0.097542883,0.117006262
1,100,1,4,GrowthYield,KAN,4,1,0.417236784,0.380623973,0.400312309
1,100,1,4,DoublingTime,KAN,8,2,0.430027765,0.137613389,0.162301932
1,100,1,4,GrowthYield,KAN,8,2,0.578464104,0.706149837,0.753873947
1,100,1,4,DoublingTime,KAN,16,3,0.551378067,0.221800752,0.2586154
1,100,1,4,GrowthYield,KAN,16,3,0.526483182,1.100011803,1.159167819
1,100,1,4,DoublingTime,TET,0.3,1,0.347275874,0.145008284,0.164098547
1,100,1,4,GrowthYield,TET,0.3,1,0.526365164,0.316122605,0.335239326
1,100,1,4,DoublingTime,TET,0.6,2,0.322873815,0.210229827,0.233425165
1,100,1,4,GrowthYield,TET,0.6,2,0.575740838,0.666090353,0.724454244
1,100,1,4,DoublingTime,TET,1.25,3,0.646121735,0.271265313,0.300998521
1,100,1,4,GrowthYield,TET,1.25,3,0.626700542,1.012935744,1.068559679
1,100,1,4,DoublingTime,TRIM,0.125,1,0.322948619,0.143971468,0.161946878
1,100,1,4,GrowthYield,TRIM,0.125,1,0.53099433,0.575928644,0.607548432
1,100,1,4,DoublingTime,TRIM,0.25,2,0.446488158,0.138558064,0.162806912
1,100,1,4,GrowthYield,TRIM,0.25,2,0.541699837,0.762897034,0.820349314
1,100,1,4,DoublingTime,TRIM,0.5,3,0.23876655,0.152845118,0.164744093
1,100,1,4,GrowthYield,TRIM,0.5,3,0.602713265,0.999333244,1.033511347
2,30,0.8,1,DoublingTime,NoAntimicrbial,NA,2,0.462403989,0.236123815,0.261241977
2,30,0.8,1,GrowthYield,NoAntimicrbial,NA,2,0.450527408,0.533748757,0.541121325
2,30,0.8,1,DoublingTime,CAM,0.5,1,0.104717764,0.125532502,0.136245969
2,30,0.8,1,GrowthYield,CAM,0.5,1,0.273301605,0.195800186,0.20661894
2,30,0.8,1,DoublingTime,CAM,1,2,0.090977994,0.120189351,0.143081271
2,30,0.8,1,GrowthYield,CAM,1,2,0.352917835,0.281880661,0.302501646
2,30,0.8,1,DoublingTime,CAM,2,3,0.328880838,0.190207628,0.202184826
2,30,0.8,1,GrowthYield,CAM,2,3,0.525425372,0.495430434,0.550187626
2,30,0.8,1,DoublingTime,CIP,0.002,1,0.1784803,0.110059551,0.121837059
2,30,0.8,1,GrowthYield,CIP,0.002,1,0.032259411,0.216473038,0.219637428
2,30,0.8,1,DoublingTime,CIP,0.004,2,0.282963895,0.148014136,0.166734708
2,30,0.8,1,GrowthYield,CIP,0.004,2,0.351738872,0.463682165,0.49608874
2,30,0.8,1,DoublingTime,CIP,0.008,3,0.101788818,0.112453917,0.114936385
2,30,0.8,1,GrowthYield,CIP,0.008,3,0.594358865,0.719964505,0.827177458
2,30,0.8,1,DoublingTime,CTX,0.5,1,0.385512728,0.129363711,0.139407956
2,30,0.8,1,GrowthYield,CTX,0.5,1,0.716006876,0.970245177,1.030818396
2,30,0.8,1,DoublingTime,CTX,1,2,0.338293529,0.115813046,0.126802801
2,30,0.8,1,GrowthYield,CTX,1,2,0.6837138,1.029725185,1.119063113
2,30,0.8,1,DoublingTime,CTX,2,3,0.56005491,0.140269049,0.151388178
2,30,0.8,1,GrowthYield,CTX,2,3,0.697400854,1.102735212,1.271678555
2,30,0.8,1,DoublingTime,KAN,4,1,0.016326416,0.10176178,0.109754426
2,30,0.8,1,GrowthYield,KAN,4,1,0.354995648,0.387222544,0.418369638
2,30,0.8,1,DoublingTime,KAN,8,2,0.355058881,0.145080359,0.150475963
2,30,0.8,1,GrowthYield,KAN,8,2,0.532898778,0.721270033,0.755932923
2,30,0.8,1,DoublingTime,KAN,16,3,0.520153927,0.235394956,0.233476092
2,30,0.8,1,GrowthYield,KAN,16,3,0.520823114,1.096676884,1.226100325
2,30,0.8,1,DoublingTime,TET,0.3,1,0.354156554,0.14890449,0.154734025
2,30,0.8,1,GrowthYield,TET,0.3,1,0.470762163,0.317742271,0.328280473
2,30,0.8,1,DoublingTime,TET,0.6,2,0.261295416,0.212528384,0.231998255
2,30,0.8,1,GrowthYield,TET,0.6,2,0.607657872,0.674283209,0.67979845
2,30,0.8,1,DoublingTime,TET,1.25,3,0.646374241,0.277011658,0.275577632
2,30,0.8,1,GrowthYield,TET,1.25,3,0.603929317,0.998471208,1.026316109
2,30,0.8,1,DoublingTime,TRIM,0.125,1,0.359672806,0.146276207,0.159517016
2,30,0.8,1,GrowthYield,TRIM,0.125,1,0.661354732,0.584333989,0.62621233
2,30,0.8,1,DoublingTime,TRIM,0.25,2,0.439767883,0.13943209,0.159746034
2,30,0.8,1,GrowthYield,TRIM,0.25,2,0.639573184,0.792537295,0.794502577
2,30,0.8,1,DoublingTime,TRIM,0.5,3,0.306348133,0.155498783,0.170080502
2,30,0.8,1,GrowthYield,TRIM,0.5,3,0.689541024,1.016778089,1.070548443
2,30,0.8,2,DoublingTime,NoAntimicrbial,NA,2,0.425194347,0.233968496,0.26521811
2,30,0.8,2,GrowthYield,NoAntimicrbial,NA,2,0.399956939,0.506934318,0.605211887
2,30,0.8,2,DoublingTime,CAM,0.5,1,0.125376813,0.12774083,0.134068059
2,30,0.8,2,GrowthYield,CAM,0.5,1,0.358987679,0.195157436,0.203643218
2,30,0.8,2,DoublingTime,CAM,1,2,0.021295328,0.124366813,0.132804445
2,30,0.8,2,GrowthYield,CAM,1,2,0.381973322,0.274500854,0.312617257
2,30,0.8,2,DoublingTime,CAM,2,3,0.265944356,0.183913546,0.213400794
2,30,0.8,2,GrowthYield,CAM,2,3,0.494530629,0.487824293,0.564880925
2,30,0.8,2,DoublingTime,CIP,0.002,1,0.23547926,0.109152607,0.125793241
2,30,0.8,2,GrowthYield,CIP,0.002,1,0.146796879,0.210873615,0.233443735
2,30,0.8,2,DoublingTime,CIP,0.004,2,0.293636485,0.149966191,0.162420484
2,30,0.8,2,GrowthYield,CIP,0.004,2,0.30275492,0.468425162,0.497285107
2,30,0.8,2,DoublingTime,CIP,0.008,3,0.092140085,0.110446501,0.119598553
2,30,0.8,2,GrowthYield,CIP,0.008,3,0.563454896,0.75172674,0.794006655
2,30,0.8,2,DoublingTime,CTX,0.5,1,0.277124452,0.128444952,0.131451216
2,30,0.8,2,GrowthYield,CTX,0.5,1,0.704987641,0.963516761,1.028881739
2,30,0.8,2,DoublingTime,CTX,1,2,0.339710053,0.116906261,0.115183997
2,30,0.8,2,GrowthYield,CTX,1,2,0.715459838,1.035604845,1.066862088
2,30,0.8,2,DoublingTime,CTX,2,3,0.533587193,0.140455302,0.144385903
2,30,0.8,2,GrowthYield,CTX,2,3,0.711767986,1.126315251,1.120141325
2,30,0.8,2,DoublingTime,KAN,4,1,0.011009281,0.102017447,0.108885675
2,30,0.8,2,GrowthYield,KAN,4,1,0.386189529,0.384802322,0.420350502
2,30,0.8,2,DoublingTime,KAN,8,2,0.435239529,0.141240627,0.16388775
2,30,0.8,2,GrowthYield,KAN,8,2,0.637769971,0.729817656,0.782404638
2,30,0.8,2,DoublingTime,KAN,16,3,0.564432394,0.225536358,0.259992487
2,30,0.8,2,GrowthYield,KAN,16,3,0.631068532,1.13504031,1.204396805
2,30,0.8,2,DoublingTime,TET,0.3,1,0.373687883,0.145315094,0.163923842
2,30,0.8,2,GrowthYield,TET,0.3,1,0.521375072,0.311128762,0.349035492
2,30,0.8,2,DoublingTime,TET,0.6,2,0.338482841,0.208857956,0.238159952
2,30,0.8,2,GrowthYield,TET,0.6,2,0.577428886,0.648242374,0.760245112
2,30,0.8,2,DoublingTime,TET,1.25,3,0.64525869,0.263055856,0.317228031
2,30,0.8,2,GrowthYield,TET,1.25,3,0.569602644,0.970219837,1.125216859
2,30,0.8,2,DoublingTime,TRIM,0.125,1,0.374725936,0.144836581,0.159647339
2,30,0.8,2,GrowthYield,TRIM,0.125,1,0.491389844,0.579297165,0.662132506
2,30,0.8,2,DoublingTime,TRIM,0.25,2,0.507221296,0.144052782,0.150816773
2,30,0.8,2,GrowthYield,TRIM,0.25,2,0.468528428,0.757123243,0.861021815
2,30,0.8,2,DoublingTime,TRIM,0.5,3,0.268353607,0.152972106,0.170758111
2,30,0.8,2,GrowthYield,TRIM,0.5,3,0.604060068,0.99893801,1.108169435
2,30,0.8,3,DoublingTime,NoAntimicrbial,NA,2,0.338531983,0.235839361,0.246790384
