max_depth,n_estimators,subsample,CrossValidations,Measurement,Drug,Concentration_Original,Concetration,Training Spearman,Validation Spearman,Training MAE,Validation MAE
1,100,0.8,3,DoublingTime,CTX,1,2,0.440702757,0.363665512,0.115077141,0.137789139
1,100,0.8,3,GrowthYield,CTX,1,2,0.739041859,0.706501886,0.970407672,1.016386489
1,100,0.8,3,DoublingTime,CTX,2,3,0.636819557,0.530127314,0.135102489,0.159912395
1,100,0.8,3,GrowthYield,CTX,2,3,0.748060948,0.701071054,1.026747168,1.071037452
1,100,0.8,3,DoublingTime,KAN,4,1,0.26430456,-7.31E-05,0.106263735,0.11045607
1,100,0.8,3,GrowthYield,KAN,4,1,0.39369563,0.291875682,0.410716077,0.430655208
1,100,0.8,3,DoublingTime,KAN,8,2,0.482087531,0.431035358,0.150536345,0.153447156
1,100,0.8,3,GrowthYield,KAN,8,2,0.589049608,0.525480292,0.755413516,0.809211806
1,100,0.8,3,DoublingTime,KAN,16,3,0.585099805,0.560884519,0.241439947,0.238247578
1,100,0.8,3,GrowthYield,KAN,16,3,0.600409473,0.475896174,1.144288432,1.19245689
1,100,0.8,3,DoublingTime,TET,0.3,1,0.485462875,0.399367732,0.149550494,0.160817011
1,100,0.8,3,GrowthYield,TET,0.3,1,0.597308028,0.508723329,0.325165389,0.343232873
1,100,0.8,3,DoublingTime,TET,0.6,2,0.409130414,0.402538449,0.22621828,0.212022804
1,100,0.8,3,GrowthYield,TET,0.6,2,0.650596036,0.585232051,0.692534479,0.678894922
1,100,0.8,3,DoublingTime,TET,1.25,3,0.697322662,0.642796401,0.289125411,0.28569572
1,100,0.8,3,GrowthYield,TET,1.25,3,0.653209352,0.579133277,1.046327403,1.058871121
1,100,0.8,3,DoublingTime,TRIM,0.125,1,0.415616852,0.379739464,0.155981662,0.162325349
1,100,0.8,3,GrowthYield,TRIM,0.125,1,0.602563632,0.512667608,0.595234601,0.6443745
1,100,0.8,3,DoublingTime,TRIM,0.25,2,0.513916525,0.5167407,0.152730845,0.148983443
1,100,0.8,3,GrowthYield,TRIM,0.25,2,0.588833114,0.545710331,0.790446902,0.888408991
1,100,0.8,3,DoublingTime,TRIM,0.5,3,0.392554657,0.303543358,0.161562104,0.175353388
1,100,0.8,3,GrowthYield,TRIM,0.5,3,0.643103594,0.602791464,1.015251019,1.147779237
1,100,0.8,4,DoublingTime,NoAntimicrbial,NA,2,0.396105916,0.306783792,0.261819342,0.272574223
1,100,0.8,4,GrowthYield,NoAntimicrbial,NA,2,0.323015558,0.280783688,0.599214338,0.579856307
1,100,0.8,4,DoublingTime,CAM,0.5,1,0.230420099,0.117557425,0.131131474,0.141579827
1,100,0.8,4,GrowthYield,CAM,0.5,1,0.438640958,0.406684022,0.194282796,0.225905145
1,100,0.8,4,DoublingTime,CAM,1,2,0.265200406,0.130303367,0.127980448,0.13797724
1,100,0.8,4,GrowthYield,CAM,1,2,0.450387021,0.408884396,0.295790104,0.287658366
1,100,0.8,4,DoublingTime,CAM,2,3,0.361811429,0.317738347,0.198811958,0.205794423
1,100,0.8,4,GrowthYield,CAM,2,3,0.542203428,0.516871648,0.537653545,0.508329991
1,100,0.8,4,DoublingTime,CIP,0.002,1,0.287748127,0.250107625,0.11952351,0.120050631
1,100,0.8,4,GrowthYield,CIP,0.002,1,0.287278882,0.138743554,0.225601969,0.234622148
1,100,0.8,4,DoublingTime,CIP,0.004,2,0.320825276,0.125969101,0.164033077,0.175058498
1,100,0.8,4,GrowthYield,CIP,0.004,2,0.38999571,0.290806863,0.485883304,0.538678438
1,100,0.8,4,DoublingTime,CIP,0.008,3,0.277680773,0.022063144,0.115482171,0.127395491
1,100,0.8,4,GrowthYield,CIP,0.008,3,0.619205946,0.5116877,0.748149147,0.860904734
1,100,0.8,4,DoublingTime,CTX,0.5,1,0.426029248,0.397128185,0.136409478,0.134686907
1,100,0.8,4,GrowthYield,CTX,0.5,1,0.739133593,0.674894124,0.88213582,1.042196527
1,100,0.8,4,DoublingTime,CTX,1,2,0.422557293,0.386793594,0.122161766,0.120675163
1,100,0.8,4,GrowthYield,CTX,1,2,0.740576093,0.689205509,0.946853283,1.085518786
1,100,0.8,4,DoublingTime,CTX,2,3,0.62540598,0.586932852,0.141277648,0.140589735
1,100,0.8,4,GrowthYield,CTX,2,3,0.745382929,0.706806226,1.002155318,1.117608553
1,100,0.8,4,DoublingTime,KAN,4,1,0.200266009,0.098339411,0.10568178,0.112185663
1,100,0.8,4,GrowthYield,KAN,4,1,0.417726141,0.230874043,0.411400885,0.425945806
1,100,0.8,4,DoublingTime,KAN,8,2,0.506797043,0.393185353,0.14730851,0.160034293
1,100,0.8,4,GrowthYield,KAN,8,2,0.609375866,0.4940572,0.74901078,0.796517113
1,100,0.8,4,DoublingTime,KAN,16,3,0.617379866,0.485535061,0.233723744,0.259814844
1,100,0.8,4,GrowthYield,KAN,16,3,0.599746774,0.495863409,1.147729227,1.168219954
1,100,0.8,4,DoublingTime,TET,0.3,1,0.497043793,0.40564362,0.150627479,0.158547022
1,100,0.8,4,GrowthYield,TET,0.3,1,0.583855888,0.598074499,0.329694234,0.324964663
1,100,0.8,4,DoublingTime,TET,0.6,2,0.411079148,0.36643566,0.219912675,0.228693177
1,100,0.8,4,GrowthYield,TET,0.6,2,0.644386997,0.633653721,0.68562687,0.690746808
1,100,0.8,4,DoublingTime,TET,1.25,3,0.679250751,0.669504915,0.287512227,0.293738713
1,100,0.8,4,GrowthYield,TET,1.25,3,0.637789403,0.63923668,1.054856447,1.015048337
1,100,0.8,4,DoublingTime,TRIM,0.125,1,0.449639503,0.268927108,0.153775338,0.165949561
1,100,0.8,4,GrowthYield,TRIM,0.125,1,0.586775846,0.511112383,0.60956701,0.604314346
1,100,0.8,4,DoublingTime,TRIM,0.25,2,0.537486647,0.39894721,0.14835663,0.163559619
1,100,0.8,4,GrowthYield,TRIM,0.25,2,0.588596792,0.51049054,0.808551311,0.807278325
1,100,0.8,4,DoublingTime,TRIM,0.5,3,0.413374735,0.242577979,0.164865365,0.162166954
1,100,0.8,4,GrowthYield,TRIM,0.5,3,0.647600201,0.572077971,1.063694201,0.988066268
1,100,1,1,DoublingTime,NoAntimicrbial,NA,2,0.348743887,0.407073191,0.267070265,0.269352533
1,100,1,1,GrowthYield,NoAntimicrbial,NA,2,0.335119077,0.26904815,0.599924002,0.592338179
1,100,1,1,DoublingTime,CAM,0.5,1,0.242579541,0.136151817,0.13280315,0.135987455
1,100,1,1,GrowthYield,CAM,0.5,1,0.441590342,0.357193089,0.204789591,0.201098341
1,100,1,1,DoublingTime,CAM,1,2,0.244186257,0.203776015,0.126825545,0.140402422
1,100,1,1,GrowthYield,CAM,1,2,0.438519278,0.368269137,0.295044676,0.305466933
1,100,1,1,DoublingTime,CAM,2,3,0.357515505,0.328047885,0.202957346,0.198332061
1,100,1,1,GrowthYield,CAM,2,3,0.540912527,0.502048459,0.53273248,0.551722951
1,100,1,1,DoublingTime,CIP,0.002,1,0.310977424,0.147565314,0.1189939,0.123174543
1,100,1,1,GrowthYield,CIP,0.002,1,0.268157577,0.148637215,0.23121262,0.219731503
1,100,1,1,DoublingTime,CIP,0.004,2,0.315666013,0.124203164,0.164473316,0.175151742
1,100,1,1,GrowthYield,CIP,0.004,2,0.361556307,0.321647792,0.503956323,0.50396303
1,100,1,1,DoublingTime,CIP,0.008,3,0.228413586,0.072551136,0.119034691,0.116690494
1,100,1,1,GrowthYield,CIP,0.008,3,0.590095039,0.612716411,0.779920186,0.801078036
1,100,1,1,DoublingTime,CTX,0.5,1,0.413080411,0.427029641,0.137352671,0.135606007
1,100,1,1,GrowthYield,CTX,0.5,1,0.707187603,0.734689262,0.970960628,0.913363151
1,100,1,1,DoublingTime,CTX,1,2,0.420252423,0.428580913,0.122660991,0.119863477
1,100,1,1,GrowthYield,CTX,1,2,0.721099278,0.742646369,1.014346357,0.956388324
1,100,1,1,DoublingTime,CTX,2,3,0.61142549,0.605766188,0.143798766,0.140437201
1,100,1,1,GrowthYield,CTX,2,3,0.727583459,0.757719521,1.061919679,1.085725788
1,100,1,1,DoublingTime,KAN,4,1,0.247039796,0.076970087,0.107242164,0.107358209
1,100,1,1,GrowthYield,KAN,4,1,0.365994342,0.362385915,0.41918054,0.415155982
1,100,1,1,DoublingTime,KAN,8,2,0.499637042,0.418494001,0.154499766,0.144290453
1,100,1,1,GrowthYield,KAN,8,2,0.572459326,0.520381452,0.775612482,0.753282862
1,100,1,1,DoublingTime,KAN,16,3,0.59876705,0.534851472,0.247679083,0.228279794
1,100,1,1,GrowthYield,KAN,16,3,0.567215987,0.530607593,1.152464309,1.198929694
1,100,1,1,DoublingTime,TET,0.3,1,0.475355489,0.451519832,0.156352565,0.145027479
1,100,1,1,GrowthYield,TET,0.3,1,0.589173488,0.559605155,0.331550843,0.321099513
1,100,1,1,DoublingTime,TET,0.6,2,0.426674344,0.283895828,0.221529756,0.226772377
1,100,1,1,GrowthYield,TET,0.6,2,0.643011126,0.630658369,0.702606564,0.663681555
1,100,1,1,DoublingTime,TET,1.25,3,0.685529932,0.690987037,0.293619347,0.27059023
1,100,1,1,GrowthYield,TET,1.25,3,0.647970081,0.607507157,1.059178306,1.029402515
1,100,1,1,DoublingTime,TRIM,0.125,1,0.416191039,0.36834707,0.156779162,0.15892476
1,100,1,1,GrowthYield,TRIM,0.125,1,0.562666061,0.56227048,0.609744477,0.616254145
1,100,1,1,DoublingTime,TRIM,0.25,2,0.506238189,0.466806762,0.15091372,0.156862768
1,100,1,1,GrowthYield,TRIM,0.25,2,0.569438181,0.578881793,0.82527942,0.801033435
1,100,1,1,DoublingTime,TRIM,0.5,3,0.387067822,0.389833285,0.16349543,0.172453657
1,100,1,1,GrowthYield,TRIM,0.5,3,0.619585079,0.64783975,1.057587166,1.080498122
1,100,1,2,DoublingTime,NoAntimicrbial,NA,2,0.374117318,0.344224002,0.262954941,0.281925738
1,100,1,2,GrowthYield,NoAntimicrbial,NA,2,0.354297455,0.25072116,0.575273549,0.653840055
1,100,1,2,DoublingTime,CAM,0.5,1,0.260385623,0.038262418,0.133228893,0.136642803
1,100,1,2,GrowthYield,CAM,0.5,1,0.438867101,0.356602059,0.204155354,0.201446411
1,100,1,2,DoublingTime,CAM,1,2,0.301785722,-0.00627557,0.130814531,0.129907062
1,100,1,2,GrowthYield,CAM,1,2,0.438807114,0.330947262,0.28821476,0.315453807
1,100,1,2,DoublingTime,CAM,2,3,0.374331603,0.203848509,0.197418038,0.216311563
1,100,1,2,GrowthYield,CAM,2,3,0.541936273,0.486607499,0.524055753,0.575697338
1,100,1,2,DoublingTime,CIP,0.002,1,0.314967843,0.178313659,0.117490873,0.125965818
1,100,1,2,GrowthYield,CIP,0.002,1,0.279916212,0.146002016,0.225688332,0.235720172
1,100,1,2,DoublingTime,CIP,0.004,2,0.296572052,0.199296216,0.166397063,0.169446503
1,100,1,2,GrowthYield,CIP,0.004,2,0.371814023,0.269272273,0.50427211,0.504446369
1,100,1,2,DoublingTime,CIP,0.008,3,0.23880548,0.132570436,0.118243723,0.118463494
1,100,1,2,GrowthYield,CIP,0.008,3,0.593217102,0.60142766,0.784619473,0.780504932
1,100,1,2,DoublingTime,CTX,0.5,1,0.461817505,0.233810806,0.135440008,0.135251402
1,100,1,2,GrowthYield,CTX,0.5,1,0.721145251,0.701773253,0.926660473,0.955623031
1,100,1,2,DoublingTime,CTX,1,2,0.446942416,0.278519134,0.121770973,0.11702383
1,100,1,2,GrowthYield,CTX,1,2,0.731927784,0.684329769,0.967733354,1.020882991
1,100,1,2,DoublingTime,CTX,2,3,0.620635371,0.566837104,0.143073056,0.13877382
1,100,1,2,GrowthYield,CTX,2,3,0.744790305,0.707988516,1.038620748,1.039155286
1,100,1,2,DoublingTime,KAN,4,1,0.274035408,0.040108875,0.106900932,0.107980964
1,100,1,2,GrowthYield,KAN,4,1,0.369791032,0.387392139,0.411870631,0.417212403
1,100,1,2,DoublingTime,KAN,8,2,0.474585874,0.484700738,0.148804734,0.158349095
1,100,1,2,GrowthYield,KAN,8,2,0.555256191,0.605831713,0.772218014,0.766682046
1,100,1,2,DoublingTime,KAN,16,3,0.586322797,0.589867431,0.237103322,0.25789773
1,100,1,2,GrowthYield,KAN,16,3,0.564327896,0.596901264,1.157193893,1.207089828
1,100,1,2,DoublingTime,TET,0.3,1,0.47426194,0.407286898,0.150818561,0.161426284
1,100,1,2,GrowthYield,TET,0.3,1,0.592642363,0.544837598,0.324915904,0.342471508
1,100,1,2,DoublingTime,TET,0.6,2,0.402849252,0.403090534,0.218667261,0.236790441
1,100,1,2,GrowthYield,TET,0.6,2,0.654889392,0.567019668,0.662833756,0.760805216
1,100,1,2,DoublingTime,TET,1.25,3,0.699371013,0.65224719,0.275658236,0.324196356
1,100,1,2,GrowthYield,TET,1.25,3,0.672383415,0.586742465,1.00861817,1.146959314
1,100,1,2,DoublingTime,TRIM,0.125,1,0.439881282,0.261739671,0.155133891,0.165893313
1,100,1,2,GrowthYield,TRIM,0.125,1,0.573740782,0.521746222,0.602390077,0.637812774
1,100,1,2,DoublingTime,TRIM,0.25,2,0.509189217,0.477041699,0.152706381,0.155304909
1,100,1,2,GrowthYield,TRIM,0.25,2,0.604640045,0.502513604,0.799795367,0.841122013
1,100,1,2,DoublingTime,TRIM,0.5,3,0.381803499,0.270518522,0.164090374,0.169246826
1,100,1,2,GrowthYield,TRIM,0.5,3,0.631800065,0.598177374,1.04572733,1.09296979
1,100,1,3,DoublingTime,NoAntimicrbial,NA,2,0.406164283,0.234954408,0.268213901,0.264138759
1,100,1,3,GrowthYield,NoAntimicrbial,NA,2,0.350460636,0.25415214,0.592054187,0.613060956
1,100,1,3,DoublingTime,CAM,0.5,1,0.20380455,0.166490316,0.134124396,0.134065556
1,100,1,3,GrowthYield,CAM,0.5,1,0.435104261,0.397270833,0.203348956,0.201442028
1,100,1,3,DoublingTime,CAM,1,2,0.27406496,0.052974754,0.131601623,0.129087764
1,100,1,3,GrowthYield,CAM,1,2,0.432217168,0.388309215,0.295367486,0.304125771
1,100,1,3,DoublingTime,CAM,2,3,0.361162534,0.298993534,0.20120634,0.199840988
1,100,1,3,GrowthYield,CAM,2,3,0.546385381,0.500696985,0.533658697,0.559783919
1,100,1,3,DoublingTime,CIP,0.002,1,0.28017951,0.268347003,0.120533751,0.118709375
1,100,1,3,GrowthYield,CIP,0.002,1,0.264432402,0.192068554,0.224274529,0.241816903
1,100,1,3,DoublingTime,CIP,0.004,2,0.281109976,0.238559008,0.168467891,0.164676441
1,100,1,3,GrowthYield,CIP,0.004,2,0.374873219,0.287701562,0.504421369,0.506512772
1,100,1,3,DoublingTime,CIP,0.008,3,0.217932496,0.22519363,0.116917383,0.12403808
1,100,1,3,GrowthYield,CIP,0.008,3,0.596379346,0.565763673,0.803637578,0.740021786
1,100,1,3,DoublingTime,CTX,0.5,1,0.441630331,0.372732728,0.131028665,0.153246619
1,100,1,3,GrowthYield,CTX,0.5,1,0.730576519,0.707571083,0.938689753,0.951166394
1,100,1,3,DoublingTime,CTX,1,2,0.427709921,0.351319346,0.11585821,0.138433739
1,100,1,3,GrowthYield,CTX,1,2,0.74120444,0.710002018,0.976537852,1.025387763
1,100,1,3,DoublingTime,CTX,2,3,0.631585744,0.514734099,0.136546217,0.160937174
1,100,1,3,GrowthYield,CTX,2,3,0.747053408,0.711359941,1.032963274,1.069561546
1,100,1,3,DoublingTime,KAN,4,1,0.278539807,0.001466507,0.106377595,0.110587475
1,100,1,3,GrowthYield,KAN,4,1,0.394151991,0.300141361,0.41148281,0.432464227
1,100,1,3,DoublingTime,KAN,8,2,0.481589063,0.437673888,0.150802856,0.15295084
1,100,1,3,GrowthYield,KAN,8,2,0.578691712,0.533784181,0.759533104,0.80755781
1,100,1,3,DoublingTime,KAN,16,3,0.58269228,0.557821597,0.242735462,0.239774669
1,100,1,3,GrowthYield,KAN,16,3,0.598983083,0.508343281,1.152228165,1.189767611
1,100,1,3,DoublingTime,TET,0.3,1,0.476564027,0.424696809,0.150275737,0.161162557
1,100,1,3,GrowthYield,TET,0.3,1,0.588169735,0.5148335,0.327021301,0.342929599
1,100,1,3,DoublingTime,TET,0.6,2,0.394559407,0.413097107,0.22791678,0.212983229
1,100,1,3,GrowthYield,TET,0.6,2,0.646732579,0.596229295,0.694973743,0.676983702
1,100,1,3,DoublingTime,TET,1.25,3,0.700021707,0.649937224,0.290572932,0.285471649
1,100,1,3,GrowthYield,TET,1.25,3,0.656840208,0.597070531,1.052622599,1.056620894
1,100,1,3,DoublingTime,TRIM,0.125,1,0.404413215,0.379815366,0.157376669,0.163514329
1,100,1,3,GrowthYield,TRIM,0.125,1,0.593399473,0.510658067,0.599697437,0.649673988
1,100,1,3,DoublingTime,TRIM,0.25,2,0.512179283,0.501568326,0.153376314,0.149696854
1,100,1,3,GrowthYield,TRIM,0.25,2,0.583652196,0.551062201,0.795150475,0.9000359
1,100,1,3,DoublingTime,TRIM,0.5,3,0.393611986,0.309936301,0.162440472,0.17514301
1,100,1,3,GrowthYield,TRIM,0.5,3,0.636935,0.596538774,1.025088666,1.157839582
1,100,1,4,DoublingTime,NoAntimicrbial,NA,2,0.386646276,0.314888364,0.264778228,0.272011196
1,100,1,4,GrowthYield,NoAntimicrbial,NA,2,0.315107345,0.270721381,0.6015939,0.584841217
1,100,1,4,DoublingTime,CAM,0.5,1,0.227115379,0.131914374,0.131361231,0.140538963
1,100,1,4,GrowthYield,CAM,0.5,1,0.435654607,0.38633679,0.195644124,0.228354987
1,100,1,4,DoublingTime,CAM,1,2,0.265414889,0.151416146,0.12822886,0.137638758
1,100,1,4,GrowthYield,CAM,1,2,0.446958233,0.404401433,0.297125171,0.288635615
1,100,1,4,DoublingTime,CAM,2,3,0.357988057,0.31401369,0.199791658,0.206210711
1,100,1,4,GrowthYield,CAM,2,3,0.542646953,0.520064563,0.543078416,0.508732102
1,100,1,4,DoublingTime,CIP,0.002,1,0.271327002,0.241543613,0.119603165,0.120089578
1,100,1,4,GrowthYield,CIP,0.002,1,0.277576418,0.135776199,0.226572415,0.234021826
1,100,1,4,DoublingTime,CIP,0.004,2,0.312462352,0.146276141,0.165369116,0.173118048
1,100,1,4,GrowthYield,CIP,0.004,2,0.379941607,0.278253845,0.489022583,0.543041901
1,100,1,4,DoublingTime,CIP,0.008,3,0.264132458,0.052017669,0.115775661,0.125570202
1,100,1,4,GrowthYield,CIP,0.008,3,0.61184492,0.512480199,0.750047074,0.86190882
1,100,1,4,DoublingTime,CTX,0.5,1,0.422036569,0.392146979,0.137111172,0.134815543
1,100,1,4,GrowthYield,CTX,0.5,1,0.739596566,0.67516841,0.896288944,1.043031528
1,100,1,4,DoublingTime,CTX,1,2,0.417383388,0.400017885,0.122677195,0.119775007
1,100,1,4,GrowthYield,CTX,1,2,0.739399152,0.694764653,0.950785392,1.072774922
1,100,1,4,DoublingTime,CTX,2,3,0.624964898,0.594489201,0.142570041,0.140963099
1,100,1,4,GrowthYield,CTX,2,3,0.745235639,0.710194618,1.01022711,1.110761107
1,100,1,4,DoublingTime,KAN,4,1,0.222309011,0.086454643,0.105700803,0.112820523
1,100,1,4,GrowthYield,KAN,4,1,0.422082609,0.229049611,0.410268618,0.424952911
1,100,1,4,DoublingTime,KAN,8,2,0.512423443,0.376747454,0.147042441,0.1602327
1,100,1,4,GrowthYield,KAN,8,2,0.611554487,0.501740848,0.754138918,0.789661392
1,100,1,4,DoublingTime,KAN,16,3,0.613203924,0.48448754,0.234881842,0.260283701
1,100,1,4,GrowthYield,KAN,16,3,0.59401666,0.498046768,1.158103942,1.166202802
1,100,1,4,DoublingTime,TET,0.3,1,0.491609271,0.416110148,0.151007773,0.157969333
1,100,1,4,GrowthYield,TET,0.3,1,0.581191914,0.587900719,0.330753983,0.327958747
1,100,1,4,DoublingTime,TET,0.6,2,0.406164087,0.358835879,0.221050552,0.230122598
1,100,1,4,GrowthYield,TET,0.6,2,0.646873375,0.636410611,0.688797548,0.689346443
1,100,1,4,DoublingTime,TET,1.25,3,0.682535029,0.661903833,0.287900877,0.295017175
1,100,1,4,GrowthYield,TET,1.25,3,0.646087679,0.638445292,1.058615719,1.019168506
1,100,1,4,DoublingTime,TRIM,0.125,1,0.438100953,0.275670078,0.15487506,0.165010069
1,100,1,4,GrowthYield,TRIM,0.125,1,0.590749414,0.504393652,0.610522317,0.605875047
1,100,1,4,DoublingTime,TRIM,0.25,2,0.530825742,0.409095996,0.149037903,0.163707278
1,100,1,4,GrowthYield,TRIM,0.25,2,0.585133873,0.513694977,0.81447182,0.805845337
1,100,1,4,DoublingTime,TRIM,0.5,3,0.407404606,0.247279599,0.165695886,0.161669763
1,100,1,4,GrowthYield,TRIM,0.5,3,0.650393775,0.564197927,1.065522434,0.986443427
2,30,0.8,1,DoublingTime,NoAntimicrbial,NA,2,0.383921729,0.423411367,0.264562883,0.268515799
2,30,0.8,1,GrowthYield,NoAntimicrbial,NA,2,0.379689984,0.274484319,0.588235344,0.591413309
2,30,0.8,1,DoublingTime,CAM,0.5,1,0.305754841,0.150243122,0.131380659,0.136005804
2,30,0.8,1,GrowthYield,CAM,0.5,1,0.466726949,0.353159081,0.201683874,0.201525535
2,30,0.8,1,DoublingTime,CAM,1,2,0.289223639,0.193309583,0.125330534,0.142026441
2,30,0.8,1,GrowthYield,CAM,1,2,0.467413845,0.38514159,0.291206765,0.302106088
2,30,0.8,1,DoublingTime,CAM,2,3,0.38993858,0.331429013,0.200721288,0.199180784
2,30,0.8,1,GrowthYield,CAM,2,3,0.539996621,0.494969555,0.531505282,0.5488904
2,30,0.8,1,DoublingTime,CIP,0.002,1,0.323626932,0.165020594,0.117959325,0.122787856
2,30,0.8,1,GrowthYield,CIP,0.002,1,0.324206097,0.17141843,0.229415416,0.217825852
2,30,0.8,1,DoublingTime,CIP,0.004,2,0.37848554,0.121735923,0.161800495,0.176757262
2,30,0.8,1,GrowthYield,CIP,0.004,2,0.378170529,0.363631194,0.499874264,0.496447266
2,30,0.8,1,DoublingTime,CIP,0.008,3,0.277792721,0.080972196,0.117531925,0.116128243
2,30,0.8,1,GrowthYield,CIP,0.008,3,0.601582291,0.595701933,0.769777295,0.803126177
2,30,0.8,1,DoublingTime,CTX,0.5,1,0.446563792,0.432355915,0.134298955,0.134722143
2,30,0.8,1,GrowthYield,CTX,0.5,1,0.7476895,0.772877031,0.875031745,0.863173122
2,30,0.8,1,DoublingTime,CTX,1,2,0.454784916,0.417438489,0.119759169,0.120612915
2,30,0.8,1,GrowthYield,CTX,1,2,0.748825566,0.736894946,0.903286601,0.882696525
2,30,0.8,1,DoublingTime,CTX,2,3,0.636816078,0.604126765,0.140035081,0.138429129
2,30,0.8,1,GrowthYield,CTX,2,3,0.765591144,0.76819236,0.930746355,0.995299757
2,30,0.8,1,DoublingTime,KAN,4,1,0.257091074,0.137519319,0.10676231,0.107111439
2,30,0.8,1,GrowthYield,KAN,4,1,0.361334109,0.330947092,0.415764977,0.416190548
2,30,0.8,1,DoublingTime,KAN,8,2,0.515667729,0.405650955,0.152210378,0.144634126
2,30,0.8,1,GrowthYield,KAN,8,2,0.575539327,0.488279764,0.772133946,0.769660328
2,30,0.8,1,DoublingTime,KAN,16,3,0.594070273,0.543724132,0.246319864,0.225272247
2,30,0.8,1,GrowthYield,KAN,16,3,0.583834085,0.53928116,1.158112179,1.227970341
2,30,0.8,1,DoublingTime,TET,0.3,1,0.495820026,0.442364431,0.154609219,0.145113718
2,30,0.8,1,GrowthYield,TET,0.3,1,0.622494124,0.559670091,0.322874109,0.317726338
2,30,0.8,1,DoublingTime,TET,0.6,2,0.4563513,0.294812501,0.218979343,0.224721766
2,30,0.8,1,GrowthYield,TET,0.6,2,0.657442477,0.637533626,0.679433201,0.652014212
2,30,0.8,1,DoublingTime,TET,1.25,3,0.696900723,0.67305958,0.287865038,0.266100999
2,30,0.8,1,GrowthYield,TET,1.25,3,0.671148923,0.644597065,1.005782346,0.988330608
2,30,0.8,1,DoublingTime,TRIM,0.125,1,0.452515019,0.393380418,0.154229028,0.156931123
2,30,0.8,1,GrowthYield,TRIM,0.125,1,0.587416314,0.583434425,0.599861669,0.613913911
2,30,0.8,1,DoublingTime,TRIM,0.25,2,0.52411882,0.47993655,0.148441108,0.154912863
2,30,0.8,1,GrowthYield,TRIM,0.25,2,0.576490526,0.582408968,0.806344491,0.787407374
2,30,0.8,1,DoublingTime,TRIM,0.5,3,0.39611067,0.390944792,0.161927066,0.172523994
2,30,0.8,1,GrowthYield,TRIM,0.5,3,0.638006095,0.641170483,1.02717306,1.065495174
2,30,0.8,2,DoublingTime,NoAntimicrbial,NA,2,0.402830545,0.355058929,0.260147697,0.280394673
2,30,0.8,2,GrowthYield,NoAntimicrbial,NA,2,0.389655862,0.26564728,0.565718923,0.652570944
2,30,0.8,2,DoublingTime,CAM,0.5,1,0.306657089,0.054958901,0.131661156,0.136911628
2,30,0.8,2,GrowthYield,CAM,0.5,1,0.464480236,0.375226649,0.200611881,0.201393298
2,30,0.8,2,DoublingTime,CAM,1,2,0.32890755,0.025786457,0.129745061,0.130742142
2,30,0.8,2,GrowthYield,CAM,1,2,0.456783175,0.347924029,0.285289939,0.313816657
2,30,0.8,2,DoublingTime,CAM,2,3,0.396086617,0.195604161,0.195040907,0.21773727
2,30,0.8,2,GrowthYield,CAM,2,3,0.539617493,0.478778501,0.521217229,0.576333314
2,30,0.8,2,DoublingTime,CIP,0.002,1,0.351366854,0.156858694,0.115967636,0.127250654
2,30,0.8,2,GrowthYield,CIP,0.002,1,0.320052834,0.15972214,0.22342484,0.234484011
2,30,0.8,2,DoublingTime,CIP,0.004,2,0.346771528,0.184405841,0.164131117,0.169370031
2,30,0.8,2,GrowthYield,CIP,0.004,2,0.40406889,0.276950549,0.499794689,0.505804197
2,30,0.8,2,DoublingTime,CIP,0.008,3,0.281365836,0.174841626,0.116754925,0.118253053
2,30,0.8,2,GrowthYield,CIP,0.008,3,0.602657938,0.585731463,0.781104372,0.781677646
2,30,0.8,2,DoublingTime,CTX,0.5,1,0.49303924,0.262996282,0.132283778,0.133895838
2,30,0.8,2,GrowthYield,CTX,0.5,1,0.757957548,0.709212961,0.848127082,0.856983102
2,30,0.8,2,DoublingTime,CTX,1,2,0.482365846,0.2844288,0.11950062,0.116440779
2,30,0.8,2,GrowthYield,CTX,1,2,0.764996116,0.717270783,0.877189802,0.919221273
2,30,0.8,2,DoublingTime,CTX,2,3,0.635673129,0.58889175,0.140447149,0.137001578
2,30,0.8,2,GrowthYield,CTX,2,3,0.76259248,0.734964054,0.932119961,0.909224594
2,30,0.8,2,DoublingTime,KAN,4,1,0.287001887,0.063783961,0.10670681,0.108313692
2,30,0.8,2,GrowthYield,KAN,4,1,0.385672607,0.369382844,0.409768695,0.417995549
2,30,0.8,2,DoublingTime,KAN,8,2,0.485842252,0.466879333,0.147382111,0.158881964
2,30,0.8,2,GrowthYield,KAN,8,2,0.584505436,0.588222155,0.767602687,0.780918521
2,30,0.8,2,DoublingTime,KAN,16,3,0.588868791,0.601611355,0.23685259,0.256936217
2,30,0.8,2,GrowthYield,KAN,16,3,0.584821245,0.602479665,1.158627763,1.208278429
2,30,0.8,2,DoublingTime,TET,0.3,1,0.506661683,0.440334107,0.148067586,0.159925146
2,30,0.8,2,GrowthYield,TET,0.3,1,0.619410014,0.528186651,0.31708147,0.342703289
2,30,0.8,2,DoublingTime,TET,0.6,2,0.437507972,0.384461361,0.21356511,0.238171478
2,30,0.8,2,GrowthYield,TET,0.6,2,0.673668823,0.591107496,0.639869715,0.744901702
2,30,0.8,2,DoublingTime,TET,1.25,3,0.709868993,0.631103878,0.270225549,0.316837742
2,30,0.8,2,GrowthYield,TET,1.25,3,0.693191975,0.598230819,0.962716327,1.113606675
